Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[119]    0.0    0.00    0.00     822         __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [119]
-----------------------------------------------
                0.00    0.00     411/822         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [132]
                0.00    0.00     411/822         __gnu_cxx::new_allocator<float>::max_size() const [134]
[120]    0.0    0.00    0.00     822         __gnu_cxx::new_allocator<float>::_M_max_size() const [120]
-----------------------------------------------
                0.00    0.00     411/822         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [22]
                0.00    0.00     411/822         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [138]
[121]    0.0    0.00    0.00     822         std::allocator<float>::allocator(std::allocator<float> const&) [121]
                0.00    0.00     822/822         __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [119]
-----------------------------------------------
                0.00    0.00     411/822         std::vector<float, std::allocator<float> >::~vector() [33]
                0.00    0.00     411/822         std::vector<float, std::allocator<float> >::_M_fill_initialize(unsigned long, float const&) [149]
[122]    0.0    0.00    0.00     822         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [122]
-----------------------------------------------
                0.00    0.00     300/711         void std::__fill_a1<float*, std::vector<float, std::allocator<float> >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [164]
                0.00    0.00     411/711         void std::__fill_a<float*, float>(float*, float*, float const&) [157]
[123]    0.0    0.00    0.00     711         __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, void>::__type std::__fill_a1<float*, float>(float*, float*, float const&) [123]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [125]
[124]    0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [124]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [329]
[125]    0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [125]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [124]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [127]
[126]    0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [126]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [329]
[127]    0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [127]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [126]
-----------------------------------------------
                0.00    0.00     300/600         std::vector<float, std::allocator<float> >::begin() [160]
                0.00    0.00     300/600         std::vector<float, std::allocator<float> >::end() [159]
[128]    0.0    0.00    0.00     600         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [128]
-----------------------------------------------
                0.00    0.00     600/600         void std::__fill_a1<float*, std::vector<float, std::allocator<float> >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [164]
[129]    0.0    0.00    0.00     600         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [129]
-----------------------------------------------
                0.00    0.00       2/413         unsigned char* std::fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&) [300]
                0.00    0.00     411/413         float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [154]
[130]    0.0    0.00    0.00     413         std::__size_to_integer(unsigned long) [130]
-----------------------------------------------
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [145]
[131]    0.0    0.00    0.00     411         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [131]
-----------------------------------------------
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [146]
[132]    0.0    0.00    0.00     411         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [132]
                0.00    0.00     411/822         __gnu_cxx::new_allocator<float>::_M_max_size() const [120]
-----------------------------------------------
                0.00    0.00     411/411         std::allocator<float>::allocator() [135]
[133]    0.0    0.00    0.00     411         __gnu_cxx::new_allocator<float>::new_allocator() [133]
-----------------------------------------------
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [147]
[134]    0.0    0.00    0.00     411         __gnu_cxx::new_allocator<float>::max_size() const [134]
                0.00    0.00     411/822         __gnu_cxx::new_allocator<float>::_M_max_size() const [120]
-----------------------------------------------
                0.00    0.00      11/411         Particles::Particles(unsigned long) [37]
                0.00    0.00     100/411         update_thermodynamics(Particles&, float) [26]
                0.00    0.00     300/411         main [1]
[135]    0.0    0.00    0.00     411         std::allocator<float>::allocator() [135]
                0.00    0.00     411/411         __gnu_cxx::new_allocator<float>::new_allocator() [133]
-----------------------------------------------
                0.00    0.00     411/411         void std::_Destroy<float*>(float*, float*) [155]
[136]    0.0    0.00    0.00     411         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [136]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [141]
[137]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [137]
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [146]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [143]
[138]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [138]
                0.00    0.00     411/822         std::allocator<float>::allocator(std::allocator<float> const&) [121]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [142]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [144]
[139]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [139]
                0.00    0.00     411/1233        std::allocator<float>::~allocator() [106]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [144]
[140]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [140]
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [145]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [143]
[141]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [141]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [137]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [138]
[142]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [142]
-----------------------------------------------
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [20]
[143]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [143]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [138]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [141]
-----------------------------------------------
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::~vector() [33]
[144]    0.0    0.00    0.00     411         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [144]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [139]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [140]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [140]
[145]    0.0    0.00    0.00     411         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [145]
                0.00    0.00     411/411         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [131]
-----------------------------------------------
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [137]
[146]    0.0    0.00    0.00     411         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [146]
                0.00    0.00     411/411         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [132]
-----------------------------------------------
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [21]
[147]    0.0    0.00    0.00     411         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [147]
                0.00    0.00     411/411         __gnu_cxx::new_allocator<float>::max_size() const [134]
-----------------------------------------------
                0.00    0.00     411/411         float* std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [152]
[148]    0.0    0.00    0.00     411         float* std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [148]
                0.00    0.00     411/411         float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [154]
-----------------------------------------------
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [20]
[149]    0.0    0.00    0.00     411         std::vector<float, std::allocator<float> >::_M_fill_initialize(unsigned long, float const&) [149]
                0.00    0.00     411/822         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [122]
                0.00    0.00     411/411         float* std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&) [153]
-----------------------------------------------
                0.00    0.00     411/411         float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [154]
[150]    0.0    0.00    0.00     411         float* std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&, std::random_access_iterator_tag) [150]
                0.00    0.00     411/411         void std::__fill_a<float*, float>(float*, float*, float const&) [157]
-----------------------------------------------
                0.00    0.00     411/411         float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [154]
[151]    0.0    0.00    0.00     411         std::iterator_traits<float*>::iterator_category std::__iterator_category<float*>(float* const&) [151]
-----------------------------------------------
                0.00    0.00     411/411         float* std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&) [153]
[152]    0.0    0.00    0.00     411         float* std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [152]
                0.00    0.00     411/411         float* std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [148]
-----------------------------------------------
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::_M_fill_initialize(unsigned long, float const&) [149]
[153]    0.0    0.00    0.00     411         float* std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&) [153]
                0.00    0.00     411/411         float* std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [152]
-----------------------------------------------
                0.00    0.00     411/411         float* std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [148]
[154]    0.0    0.00    0.00     411         float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [154]
                0.00    0.00     411/413         std::__size_to_integer(unsigned long) [130]
                0.00    0.00     411/411         std::iterator_traits<float*>::iterator_category std::__iterator_category<float*>(float* const&) [151]
                0.00    0.00     411/411         float* std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&, std::random_access_iterator_tag) [150]
-----------------------------------------------
                0.00    0.00     411/411         void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [156]
[155]    0.0    0.00    0.00     411         void std::_Destroy<float*>(float*, float*) [155]
                0.00    0.00     411/411         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [136]
-----------------------------------------------
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::~vector() [33]
[156]    0.0    0.00    0.00     411         void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [156]
                0.00    0.00     411/411         void std::_Destroy<float*>(float*, float*) [155]
-----------------------------------------------
                0.00    0.00     411/411         float* std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&, std::random_access_iterator_tag) [150]
[157]    0.0    0.00    0.00     411         void std::__fill_a<float*, float>(float*, float*, float const&) [157]
                0.00    0.00     411/711         __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, void>::__type std::__fill_a1<float*, float>(float*, float*, float const&) [123]
-----------------------------------------------
                0.00    0.00     100/400         compute_density_sph(Particles&, float) [5]
                0.00    0.00     300/400         compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
[158]    0.0    0.00    0.00     400         std::vector<float, std::allocator<float> >::size() const [158]
-----------------------------------------------
                0.00    0.00     300/300         compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [4]
[159]    0.0    0.00    0.00     300         std::vector<float, std::allocator<float> >::end() [159]
                0.00    0.00     300/600         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [128]
-----------------------------------------------
                0.00    0.00     300/300         compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [4]
[160]    0.0    0.00    0.00     300         std::vector<float, std::allocator<float> >::begin() [160]
                0.00    0.00     300/600         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [128]
-----------------------------------------------
                0.00    0.00     300/300         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [207]
[161]    0.0    0.00    0.00     300         int* std::__niter_base<int*>(int*) [161]
-----------------------------------------------
                0.00    0.00     300/300         compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [4]
[162]    0.0    0.00    0.00     300         void std::fill<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [162]
                0.00    0.00     300/300         void std::__fill_a<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [163]
-----------------------------------------------
                0.00    0.00     300/300         void std::fill<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [162]
[163]    0.0    0.00    0.00     300         void std::__fill_a<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [163]
                0.00    0.00     300/300         void std::__fill_a1<float*, std::vector<float, std::allocator<float> >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [164]
-----------------------------------------------
                0.00    0.00     300/300         void std::__fill_a<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [163]
[164]    0.0    0.00    0.00     300         void std::__fill_a1<float*, std::vector<float, std::allocator<float> >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [164]
                0.00    0.00     600/600         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [129]
                0.00    0.00     300/711         __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, void>::__type std::__fill_a1<float*, float>(float*, float*, float const&) [123]
-----------------------------------------------
                0.00    0.00     101/202         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [173]
                0.00    0.00     101/202         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [171]
[165]    0.0    0.00    0.00     202         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [165]
-----------------------------------------------
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::begin() const [185]
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::end() const [183]
[166]    0.0    0.00    0.00     200         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [166]
-----------------------------------------------
                0.00    0.00     100/200         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [178]
                0.00    0.00     100/200         __gnu_cxx::new_allocator<int>::max_size() const [181]
[167]    0.0    0.00    0.00     200         __gnu_cxx::new_allocator<int>::_M_max_size() const [167]
-----------------------------------------------
                0.00    0.00     100/200         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [195]
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
[168]    0.0    0.00    0.00     200         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [168]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [196]
-----------------------------------------------
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::~vector() [202]
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
[169]    0.0    0.00    0.00     200         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [169]
-----------------------------------------------
                0.00    0.00     100/200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [212]
                0.00    0.00     100/200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [211]
[170]    0.0    0.00    0.00     200         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [170]
-----------------------------------------------
                0.00    0.00     101/101         std::fixed(std::ios_base&) [541]
[171]    0.0    0.00    0.00     101         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [171]
                0.00    0.00     101/101         std::operator~(std::_Ios_Fmtflags) [174]
                0.00    0.00     101/101         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [173]
                0.00    0.00     101/202         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [165]
                0.00    0.00     101/101         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [175]
-----------------------------------------------
                0.00    0.00     101/101         Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [49]
[172]    0.0    0.00    0.00     101         std::setprecision(int) [172]
-----------------------------------------------
                0.00    0.00     101/101         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [171]
[173]    0.0    0.00    0.00     101         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [173]
                0.00    0.00     101/202         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [165]
-----------------------------------------------
                0.00    0.00     101/101         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [171]
[174]    0.0    0.00    0.00     101         std::operator~(std::_Ios_Fmtflags) [174]
-----------------------------------------------
                0.00    0.00     101/101         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [171]
[175]    0.0    0.00    0.00     101         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [175]
                0.00    0.00     101/101         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [176]
-----------------------------------------------
                0.00    0.00     101/101         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [175]
[176]    0.0    0.00    0.00     101         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [176]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [196]
[177]    0.0    0.00    0.00     100         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [177]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [197]
[178]    0.0    0.00    0.00     100         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [178]
                0.00    0.00     100/200         __gnu_cxx::new_allocator<int>::_M_max_size() const [167]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator<int>::allocator() [187]
[179]    0.0    0.00    0.00     100         __gnu_cxx::new_allocator<int>::new_allocator() [179]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator<int>::~allocator() [188]
[180]    0.0    0.00    0.00     100         __gnu_cxx::new_allocator<int>::~new_allocator() [180]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [198]
[181]    0.0    0.00    0.00     100         __gnu_cxx::new_allocator<int>::max_size() const [181]
                0.00    0.00     100/200         __gnu_cxx::new_allocator<int>::_M_max_size() const [167]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::max_size() const [28]
[182]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [182]
-----------------------------------------------
                0.00    0.00     100/100         StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
[183]    0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::end() const [183]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [166]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
[184]    0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::size() const [184]
-----------------------------------------------
                0.00    0.00     100/100         StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
[185]    0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::begin() const [185]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [166]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
[186]    0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::capacity() const [186]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [191]
[187]    0.0    0.00    0.00     100         std::allocator<int>::allocator() [187]
                0.00    0.00     100/100         __gnu_cxx::new_allocator<int>::new_allocator() [179]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [192]
[188]    0.0    0.00    0.00     100         std::allocator<int>::~allocator() [188]
                0.00    0.00     100/100         __gnu_cxx::new_allocator<int>::~new_allocator() [180]
-----------------------------------------------
                0.00    0.00     100/100         void std::_Destroy<int*>(int*, int*) [209]
[189]    0.0    0.00    0.00     100         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [189]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
[190]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [190]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [197]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [194]
[191]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [191]
                0.00    0.00     100/100         std::allocator<int>::allocator() [187]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [193]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [195]
[192]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [192]
                0.00    0.00     100/100         std::allocator<int>::~allocator() [188]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [191]
[193]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [193]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::vector() [201]
[194]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [194]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [191]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::~vector() [202]
[195]    0.0    0.00    0.00     100         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [195]
                0.00    0.00     100/200         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [168]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [192]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [168]
[196]    0.0    0.00    0.00     100         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [196]
