Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      8.10     0.00     1243     0.00     0.00  bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      8.10     0.00     1146     0.00     0.00  operator new(unsigned long, void*)
  0.00      8.10     0.00     1143     0.00     0.00  void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&)
  0.00      8.10     0.00     1143     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      8.10     0.00     1143     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      8.10     0.00     1143     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      8.10     0.00     1143     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const
  0.00      8.10     0.00     1143     0.00     0.00  void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&)
  0.00      8.10     0.00     1143     0.00     0.00  int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)
  0.00      8.10     0.00     1143     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      8.10     0.00     1143     0.00     0.00  std::vector<int, std::allocator<int> >::back()
  0.00      8.10     0.00     1143     0.00     0.00  std::vector<int, std::allocator<int> >::push_back(int&&)
  0.00      8.10     0.00     1143     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      8.10     0.00     1000     0.00     0.00  std::vector<Vec3, std::allocator<Vec3> >::size() const
  0.00      8.10     0.00     1000     0.00     0.00  std::vector<Vec3, std::allocator<Vec3> >::operator[](unsigned long)
  0.00      8.10     0.00      624     0.00     0.00  std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      8.10     0.00      624     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  0.00      8.10     0.00      623     0.00     0.00  std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      8.10     0.00      623     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  0.00      8.10     0.00      339     0.00     0.00  __gnu_cxx::new_allocator<float>::~new_allocator()
  0.00      8.10     0.00      339     0.00     0.00  std::allocator<float>::~allocator()
  0.00      8.10     0.00      300     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      8.10     0.00      226     0.00     0.00  __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&)
  0.00      8.10     0.00      226     0.00     0.00  __gnu_cxx::new_allocator<float>::_M_max_size() const
  0.00      8.10     0.00      226     0.00     0.00  std::allocator<float>::allocator(std::allocator<float> const&)
  0.00      8.10     0.00      226     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator()
  0.00      8.10     0.00      200     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      8.10     0.00      200     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.00      8.10     0.00      200     0.00     0.00  unsigned char* std::vector<unsigned char, std::allocator<unsigned char> >::_M_data_ptr<unsigned char>(unsigned char*) const
  0.00      8.10     0.00      200     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      8.10     0.00      200     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      8.10     0.00      200     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::data()
  0.00      8.10     0.00      200     0.00     0.00  std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      8.10     0.00      200     0.00     0.00  std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      8.10     0.00      113     0.00     0.00  __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long)
  0.00      8.10     0.00      113     0.00     0.00  __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*)
  0.00      8.10     0.00      113     0.00     0.00  __gnu_cxx::new_allocator<float>::new_allocator()
  0.00      8.10     0.00      113     0.00     0.00  __gnu_cxx::new_allocator<float>::max_size() const
  0.00      8.10     0.00      113     0.00     0.00  std::allocator<float>::allocator()
  0.00      8.10     0.00      113     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long)
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&)
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl()
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long)
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long)
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data()
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&)
  0.00      8.10     0.00      113     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
  0.00      8.10     0.00      113     0.00     0.00  std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long)
  0.00      8.10     0.00      113     0.00     0.00  std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long)
  0.00      8.10     0.00      113     0.00     0.00  std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&)
  0.00      8.10     0.00      113     0.00     0.13  float* std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&)
  0.00      8.10     0.00      113     0.00     0.12  std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&)
  0.00      8.10     0.00      113     0.00     0.12  std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&)
  0.00      8.10     0.00      113     0.00     0.13  std::vector<float, std::allocator<float> >::_M_fill_initialize(unsigned long, float const&)
  0.00      8.10     0.00      113     0.00     0.25  std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&)
  0.00      8.10     0.00      113     0.00     0.00  std::vector<float, std::allocator<float> >::~vector()
  0.00      8.10     0.00      113     0.00     0.00  float* std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&, std::random_access_iterator_tag)
  0.00      8.10     0.00      113     0.00     0.00  std::iterator_traits<float*>::iterator_category std::__iterator_category<float*>(float* const&)
  0.00      8.10     0.00      113     0.00     0.13  float* std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&)
  0.00      8.10     0.00      113     0.00     0.13  float* std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&)
  0.00      8.10     0.00      113     0.00     0.13  float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&)
  0.00      8.10     0.00      113     0.00     0.00  void std::_Destroy<float*>(float*, float*)
  0.00      8.10     0.00      113     0.00     0.00  void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&)
  0.00      8.10     0.00      113     0.00     0.00  void std::__fill_a<float*, float>(float*, float*, float const&)
  0.00      8.10     0.00      113     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, void>::__type std::__fill_a1<float*, float>(float*, float*, float const&)
  0.00      8.10     0.00      100     0.00     0.01  update_physics(Particles&, float)
  0.00      8.10     0.00      100     0.00     0.26  update_thermodynamics(Particles&, float)
  0.00      8.10     0.00      100     0.00     0.00  velocity_verlet_cached(Particles&, float)
  0.00      8.10     0.00      100     0.00     0.00  StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float)
  0.00      8.10     0.00      100     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      8.10     0.00      100     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      8.10     0.00      100     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      8.10     0.00      100     0.00    43.50  StarFormation::detect_star_candidates(Particles const&) const
  0.00      8.10     0.00      100     0.00     0.02  Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  0.00      8.10     0.00      100     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      8.10     0.00      100     0.00     0.00  std::vector<float, std::allocator<float> >::size() const
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::capacity() const
  0.00      8.10     0.00      100     0.00     0.12  std::vector<int, std::allocator<int> >::max_size() const
  0.00      8.10     0.00      100     0.00     0.00  std::allocator<int>::allocator()
  0.00      8.10     0.00      100     0.00     0.00  std::allocator<int>::~allocator()
  0.00      8.10     0.00      100     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl()
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data()
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      8.10     0.00      100     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      8.10     0.00      100     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      8.10     0.00      100     0.00     0.12  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  0.00      8.10     0.00      100     0.00     0.12  std::vector<int, std::allocator<int> >::reserve(unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      8.10     0.00      100     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      8.10     0.00      100     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&)
  0.00      8.10     0.00      100     0.00     0.00  std::__cxx11::to_string(unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  unsigned int std::__detail::__to_chars_len<unsigned long>(unsigned long, int)
  0.00      8.10     0.00      100     0.00     0.00  void std::__detail::__to_chars_10_impl<unsigned long>(char*, unsigned int, unsigned long)
  0.00      8.10     0.00      100     0.00     0.00  std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      8.10     0.00      100     0.00     0.00  int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      8.10     0.00      100     0.00     0.00  std::setprecision(int)
  0.00      8.10     0.00      100     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  0.00      8.10     0.00      100     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      8.10     0.00      100     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      8.10     0.00      100     0.00     0.00  std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00      8.10     0.00      100     0.00     0.00  std::operator~(std::_Ios_Fmtflags)
  0.00      8.10     0.00      100     0.00     0.00  std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00      8.10     0.00      100     0.00     0.00  std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      8.10     0.00      100     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      8.10     0.00      100     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      8.10     0.00        7     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand()
  0.00      8.10     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::~new_allocator()
  0.00      8.10     0.00        6     0.00     0.00  std::allocator<unsigned char>::~allocator()
  0.00      8.10     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::new_allocator(__gnu_cxx::new_allocator<unsigned char> const&)
  0.00      8.10     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::_M_max_size() const
  0.00      8.10     0.00        4     0.00     0.00  std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&)
  0.00      8.10     0.00        4     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator()
  0.00      8.10     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<Vec3>::~new_allocator()
  0.00      8.10     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      8.10     0.00        3     0.00     0.00  std::allocator<Vec3>::~allocator()
  0.00      8.10     0.00        3     0.00     0.00  std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_get_Tp_allocator()
  0.00      8.10     0.00        3     0.00     0.00  void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&)
  0.00      8.10     0.00        3     0.00     0.00  Vec3* std::__addressof<Vec3>(Vec3&)
  0.00      8.10     0.00        3     0.00     0.00  Vec3 const& std::forward<Vec3 const&>(std::remove_reference<Vec3 const&>::type&)
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Vec3>::new_allocator(__gnu_cxx::new_allocator<Vec3> const&)
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned long)
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::allocate(unsigned long, void const*)
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::new_allocator()
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Vec3>::_M_max_size() const
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::max_size() const
  0.00      8.10     0.00        2     0.00     0.00  std::initializer_list<Vec3>::begin() const
  0.00      8.10     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      8.10     0.00        2     0.00     0.00  std::allocator<Vec3>::allocator(std::allocator<Vec3> const&)
  0.00      8.10     0.00        2     0.00     0.00  std::allocator<unsigned char>::allocator()
  0.00      8.10     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*)
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long)
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&)
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl()
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned long)
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long)
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl_data::_Vector_impl_data()
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&)
  0.00      8.10     0.00        2     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base()
  0.00      8.10     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<unsigned char> >::deallocate(std::allocator<unsigned char>&, unsigned char*, unsigned long)
  0.00      8.10     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<unsigned char> >::allocate(std::allocator<unsigned char>&, unsigned long)
  0.00      8.10     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<unsigned char> >::max_size(std::allocator<unsigned char> const&)
  0.00      8.10     0.00        2     0.00     0.13  unsigned char* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&)
  0.00      8.10     0.00        2     0.00     0.12  std::vector<unsigned char, std::allocator<unsigned char> >::_S_max_size(std::allocator<unsigned char> const&)
  0.00      8.10     0.00        2     0.00     0.12  std::vector<unsigned char, std::allocator<unsigned char> >::_S_check_init_len(unsigned long, std::allocator<unsigned char> const&)
  0.00      8.10     0.00        2     0.00     0.13  std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_initialize(unsigned long, unsigned char const&)
  0.00      8.10     0.00        2     0.00     0.25  std::vector<unsigned char, std::allocator<unsigned char> >::vector(unsigned long, unsigned char const&, std::allocator<unsigned char> const&)
  0.00      8.10     0.00        2     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::~vector()
  0.00      8.10     0.00        2     0.00     0.00  unsigned char* std::__fill_n_a<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&, std::random_access_iterator_tag)
  0.00      8.10     0.00        2     0.00     0.00  std::iterator_traits<unsigned char*>::iterator_category std::__iterator_category<unsigned char*>(unsigned char* const&)
  0.00      8.10     0.00        2     0.00     0.13  unsigned char* std::uninitialized_fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&)
  0.00      8.10     0.00        2     0.00     0.13  unsigned char* std::__uninitialized_fill_n_a<unsigned char*, unsigned long, unsigned char, unsigned char>(unsigned char*, unsigned long, unsigned char const&, std::allocator<unsigned char>&)
  0.00      8.10     0.00        2     0.00     0.13  unsigned char* std::fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&)
  0.00      8.10     0.00        2     0.00     0.00  void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*)
  0.00      8.10     0.00        2     0.00     0.00  void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&)
  0.00      8.10     0.00        2     0.00     0.00  void std::__fill_a<unsigned char*, unsigned char>(unsigned char*, unsigned char*, unsigned char const&)
  0.00      8.10     0.00        2     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, void>::__type std::__fill_a1<unsigned char>(unsigned char*, unsigned char*, unsigned char const&)
  0.00      8.10     0.00        1     0.00     0.12  init_clustered(Particles&)
  0.00      8.10     0.00        1     0.00     0.12  init_particles(Particles&, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      8.10     0.00        1     0.00     0.00  StarFormation::StarFormation(float, unsigned long, float)
