Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     14.74     0.00        1     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00     14.74     0.00        1     0.00     0.01  Vec3* std::uninitialized_copy<Vec3 const*, Vec3*>(Vec3 const*, Vec3 const*, Vec3*)
  0.00     14.74     0.00        1     0.00     0.00  std::iterator_traits<Vec3 const*>::iterator_category std::__iterator_category<Vec3 const*>(Vec3 const* const&)
  0.00     14.74     0.00        1     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00     14.74     0.00        1     0.00     1.87  Vec3* std::uninitialized_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&)
  0.00     14.74     0.00        1     0.00     0.01  Vec3* std::__uninitialized_copy_a<Vec3 const*, Vec3*, Vec3>(Vec3 const*, Vec3 const*, Vec3*, std::allocator<Vec3>&)
  0.00     14.74     0.00        1     0.00     1.87  Vec3* std::__uninitialized_fill_n_a<Vec3*, unsigned long, Vec3, Vec3>(Vec3*, unsigned long, Vec3 const&, std::allocator<Vec3>&)
  0.00     14.74     0.00        1     0.00     0.00  std::iterator_traits<Vec3 const*>::difference_type std::distance<Vec3 const*>(Vec3 const*, Vec3 const*)
  0.00     14.74     0.00        1     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.07% of 14.74 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     92.9    0.00   13.69                 main [1]
                0.00    7.35     100/100         StarFormation::detect_star_candidates(Particles const&) const [2]
                1.02    1.44     100/100         compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [7]
                0.80    1.47     100/100         compute_density_sph(Particles&, float) [8]
                0.37    1.19     100/100         compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                0.00    0.02     300/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [24]
                0.01    0.00     101/101         Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [27]
                0.00    0.01     100/100         update_thermodynamics(Particles&, float) [30]
                0.00    0.01     100/100         StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.00       1/1           Particles::Particles(unsigned long) [44]
                0.00    0.00     100/100         velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [57]
                0.00    0.00     100/100         update_physics(Particles&, float) [61]
                0.00    0.00       1/1           init_particles(Particles&, int) [68]
                0.00    0.00       1/1           Particles::count_particles_in_stars() const [75]
                0.00    0.00     300/411         std::allocator<float>::allocator() [133]
                0.00    0.00     300/1233        std::allocator<float>::~allocator() [104]
                0.00    0.00     300/411         std::vector<float, std::allocator<float> >::~vector() [148]
                0.00    0.00     100/100         std::__cxx11::to_string(unsigned long) [203]
                0.00    0.00     100/100         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [211]
                0.00    0.00     100/100         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [210]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::~vector() [201]
                0.00    0.00       1/2           std::vector<Star, std::allocator<Star> >::vector() [290]
                0.00    0.00       1/1           StarFormation::StarFormation(float, unsigned long, float) [317]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [335]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [331]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [322]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [338]
                0.00    0.00       1/2           std::vector<Star, std::allocator<Star> >::~vector() [291]
                0.00    0.00       1/1           Particles::~Particles() [318]
-----------------------------------------------
                0.00    7.35     100/100         main [1]
[2]     49.8    0.00    7.35     100         StarFormation::detect_star_candidates(Particles const&) const [2]
                0.55    3.16  100000/100000      StarFormation::compute_local_density(Particles const&, int) const [3]
                0.46    3.16  100000/100000      StarFormation::count_neighbors(Particles const&, int) const [4]
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [35]
                0.00    0.00    1143/1143        std::vector<int, std::allocator<int> >::push_back(int&&) [50]
                0.00    0.00  100000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::vector() [200]
-----------------------------------------------
                0.55    3.16  100000/100000      StarFormation::detect_star_candidates(Particles const&) const [2]
[3]     25.2    0.55    3.16  100000         StarFormation::compute_local_density(Particles const&, int) const [3]
                1.03    0.55 100100000/200101143     get_pos(Particles const&, unsigned long) [5]
                1.01    0.17 100000000/249850000     Vec3::operator-(Vec3 const&) const [6]
                0.25    0.00 100000000/249850000     Vec3::length2() const [14]
                0.16    0.00 100100000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
                0.00    0.00  833978/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [9]
-----------------------------------------------
                0.46    3.16  100000/100000      StarFormation::detect_star_candidates(Particles const&) const [2]
[4]     24.6    0.46    3.16  100000         StarFormation::count_neighbors(Particles const&, int) const [4]
                1.03    0.55 100000000/200101143     get_pos(Particles const&, unsigned long) [5]
                1.01    0.17 99900000/249850000     Vec3::operator-(Vec3 const&) const [6]
                0.25    0.00 99900000/249850000     Vec3::length2() const [14]
                0.16    0.00 100000000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
-----------------------------------------------
                0.00    0.00    1143/200101143     StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                1.03    0.55 100000000/200101143     StarFormation::count_neighbors(Particles const&, int) const [4]
                1.03    0.55 100100000/200101143     StarFormation::compute_local_density(Particles const&, int) const [3]
[5]     21.5    2.06    1.11 200101143         get_pos(Particles const&, unsigned long) [5]
                0.77    0.00 600303429/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [9]
                0.34    0.00 200101143/501041956     Vec3::Vec3(float, float, float) [12]
-----------------------------------------------
                0.50    0.08 49950000/249850000     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                1.01    0.17 99900000/249850000     StarFormation::count_neighbors(Particles const&, int) const [4]
                1.01    0.17 100000000/249850000     StarFormation::compute_local_density(Particles const&, int) const [3]
[6]     20.0    2.52    0.42 249850000         Vec3::operator-(Vec3 const&) const [6]
                0.42    0.00 249850000/501041956     Vec3::Vec3(float, float, float) [12]
-----------------------------------------------
                1.02    1.44     100/100         main [1]
[7]     16.7    1.02    1.44     100         compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [7]
                0.90    0.00 699300000/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [9]
                0.42    0.00 299700000/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.08    0.00 50050000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
                0.04    0.00 49950000/199901500     std::sqrt(float) [17]
                0.00    0.00     300/300         std::vector<float, std::allocator<float> >::end() [158]
                0.00    0.00     300/300         std::vector<float, std::allocator<float> >::begin() [159]
                0.00    0.00     300/300         void std::fill<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [161]
-----------------------------------------------
                0.80    1.47     100/100         main [1]
[8]     15.4    0.80    1.47     100         compute_density_sph(Particles&, float) [8]
                0.97    0.00 700200000/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.41    0.00 100000000/100000000     cubic_spline_W(float, float) [15]
                0.09    0.00 100000000/199901500     std::sqrt(float) [17]
                0.00    0.00     100/400         std::vector<float, std::allocator<float> >::size() const [157]
-----------------------------------------------
                0.00    0.00    3429/1301649836     get_vel(Particles const&, unsigned long) [71]
                0.00    0.00  300000/1301649836     velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [57]
                0.00    0.00  833978/1301649836     StarFormation::compute_local_density(Particles const&, int) const [3]
                0.00    0.00  909000/1301649836     Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [27]
                0.77    0.00 600303429/1301649836     get_pos(Particles const&, unsigned long) [5]
                0.90    0.00 699300000/1301649836     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [7]
[9]     11.3    1.67    0.00 1301649836         std::vector<float, std::allocator<float> >::operator[](unsigned long) const [9]
-----------------------------------------------
                0.00    0.00    1143/1157635640     StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.00    6000/1157635640     init_clustered(Particles&) [67]
                0.00    0.00  700000/1157635640     update_physics(Particles&, float) [61]
                0.00    0.00  900000/1157635640     velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [57]
                0.00    0.00 1100000/1157635640     update_thermodynamics(Particles&, float) [30]
                0.22    0.00 155028497/1157635640     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                0.42    0.00 299700000/1157635640     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [7]
                0.97    0.00 700200000/1157635640     compute_density_sph(Particles&, float) [8]
[10]    10.9    1.61    0.00 1157635640         std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.37    1.19     100/100         main [1]
[11]    10.6    0.37    1.19     100         compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                0.50    0.08 49950000/249850000     Vec3::operator-(Vec3 const&) const [6]
                0.22    0.00 155028497/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.12    0.00 49950000/249850000     Vec3::length2() const [14]
                0.08    0.00 50050000/50252286     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [19]
                0.08    0.00 50050000/501041956     Vec3::Vec3(float, float, float) [12]
                0.04    0.00 49950000/199901500     std::sqrt(float) [17]
                0.04    0.00 1039666/1039666     Vec3::operator*(float) const [20]
                0.01    0.00  619833/619833      float const& std::max<float>(float const&, float const&) [28]
                0.00    0.00  519833/519833      cubic_spline_dWdr(float, float) [84]
                0.00    0.00     300/400         std::vector<float, std::allocator<float> >::size() const [157]
-----------------------------------------------
                0.00    0.00       1/501041956     Particles::Particles(unsigned long) [44]
                0.00    0.00       3/501041956     init_clustered(Particles&) [67]
                0.00    0.00    1143/501041956     get_vel(Particles const&, unsigned long) [71]
                0.00    0.00 1039666/501041956     Vec3::operator*(float) const [20]
                0.08    0.00 50050000/501041956     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                0.34    0.00 200101143/501041956     get_pos(Particles const&, unsigned long) [5]
                0.42    0.00 249850000/501041956     Vec3::operator-(Vec3 const&) const [6]
[12]     5.7    0.84    0.00 501041956         Vec3::Vec3(float, float, float) [12]
-----------------------------------------------
                                                 <spontaneous>
[13]     5.6    0.83    0.00                 _init [13]
-----------------------------------------------
                0.12    0.00 49950000/249850000     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                0.25    0.00 99900000/249850000     StarFormation::count_neighbors(Particles const&, int) const [4]
                0.25    0.00 100000000/249850000     StarFormation::compute_local_density(Particles const&, int) const [3]
[14]     4.2    0.61    0.00 249850000         Vec3::length2() const [14]
-----------------------------------------------
                0.41    0.00 100000000/100000000     compute_density_sph(Particles&, float) [8]
[15]     2.7    0.41    0.00 100000000         cubic_spline_W(float, float) [15]
-----------------------------------------------
                0.00    0.00    1000/250453000     Particles::count_particles_in_stars() const [75]
                0.00    0.00  100000/250453000     StarFormation::detect_star_candidates(Particles const&) const [2]
                0.00    0.00  202000/250453000     Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [27]
                0.08    0.00 50050000/250453000     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [7]
                0.16    0.00 100000000/250453000     StarFormation::count_neighbors(Particles const&, int) const [4]
                0.16    0.00 100100000/250453000     StarFormation::compute_local_density(Particles const&, int) const [3]
[16]     2.6    0.39    0.00 250453000         std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
-----------------------------------------------
                0.00    0.00    1500/199901500     float std::normal_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::normal_distribution<float>::param_type const&) [77]
                0.04    0.00 49950000/199901500     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [7]
                0.04    0.00 49950000/199901500     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
                0.09    0.00 100000000/199901500     compute_density_sph(Particles&, float) [8]
[17]     1.2    0.18    0.00 199901500         std::sqrt(float) [17]
-----------------------------------------------
                                                 <spontaneous>
[18]     1.2    0.18    0.00                 std::vector<float, std::allocator<float> >::push_back(float&&) [18]
-----------------------------------------------
                0.00    0.00    2286/50252286     StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.00  100000/50252286     velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [57]
                0.00    0.00  100000/50252286     update_physics(Particles&, float) [61]
                0.08    0.00 50050000/50252286     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
[19]     0.6    0.09    0.00 50252286         std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [19]
-----------------------------------------------
                0.04    0.00 1039666/1039666     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
[20]     0.3    0.04    0.00 1039666         Vec3::operator*(float) const [20]
                0.00    0.00 1039666/501041956     Vec3::Vec3(float, float, float) [12]
-----------------------------------------------
                0.00    0.00       2/539         std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&) [62]
                0.00    0.00       2/539         std::vector<unsigned char, std::allocator<unsigned char> >::_S_max_size(std::allocator<unsigned char> const&) [64]
                0.00    0.00      24/539         std::vector<Star, std::allocator<Star> >::_S_max_size(std::allocator<Star> const&) [59]
                0.01    0.00     100/539         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [34]
                0.03    0.00     411/539         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [22]
[21]     0.3    0.04    0.00     539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [21]
-----------------------------------------------
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [23]
[22]     0.2    0.00    0.03     411         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [22]
                0.03    0.00     411/539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [21]
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [145]
-----------------------------------------------
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [24]
[23]     0.2    0.00    0.03     411         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [23]
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [22]
                0.00    0.00     411/822         std::allocator<float>::allocator(std::allocator<float> const&) [119]
                0.00    0.00     411/1233        std::allocator<float>::~allocator() [104]
-----------------------------------------------
                0.00    0.00      11/411         Particles::Particles(unsigned long) [44]
                0.00    0.01     100/411         update_thermodynamics(Particles&, float) [30]
                0.00    0.02     300/411         main [1]
[24]     0.2    0.00    0.03     411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [24]
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [23]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [141]
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::_M_fill_initialize(unsigned long, float const&) [147]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.2    0.03    0.00                 compute_density_kNN(Particles&, int) [25]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.1    0.01    0.00                 void std::fill<__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3>(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3 const&) [26]
-----------------------------------------------
                0.01    0.00     101/101         main [1]
[27]     0.1    0.01    0.00     101         Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [27]
                0.00    0.00  909000/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [9]
                0.00    0.00  202000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
                0.00    0.00     101/101         std::setprecision(int) [171]
-----------------------------------------------
                0.01    0.00  619833/619833      compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [11]
[28]     0.1    0.01    0.00  619833         float const& std::max<float>(float const&, float const&) [28]
-----------------------------------------------
                0.00    0.00    1003/5336        void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&) [52]
                0.00    0.00    1143/5336        void __gnu_cxx::new_allocator<Star>::construct<Star, Star const&>(Star*, Star const&) [45]
                0.00    0.00    1143/5336        void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [46]
                0.00    0.00    2047/5336        void __gnu_cxx::new_allocator<Star>::construct<Star, Star>(Star*, Star&&) [37]
[29]     0.1    0.01    0.00    5336         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.01     100/100         main [1]
[30]     0.1    0.00    0.01     100         update_thermodynamics(Particles&, float) [30]
                0.00    0.01     100/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [24]
                0.00    0.00 1100000/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00     100/411         std::allocator<float>::allocator() [133]
                0.00    0.00     100/1233        std::allocator<float>::~allocator() [104]
                0.00    0.00     100/411         std::vector<float, std::allocator<float> >::~vector() [148]
-----------------------------------------------
                0.00    0.01     100/100         main [1]
[31]     0.1    0.00    0.01     100         StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.01    1143/1143        std::vector<Star, std::allocator<Star> >::push_back(Star const&) [32]
                0.00    0.00    1143/200101143     get_pos(Particles const&, unsigned long) [5]
                0.00    0.00    1143/1143        get_vel(Particles const&, unsigned long) [71]
                0.00    0.00    2286/50252286     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [19]
                0.00    0.00    1143/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00    1243/1243        bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [102]
                0.00    0.00    1143/1143        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [107]
                0.00    0.00    1143/1143        Star::Star(float, Vec3 const&, Vec3 const&, float) [105]
                0.00    0.00    1143/1143        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [106]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::begin() const [184]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::end() const [182]
-----------------------------------------------
                0.00    0.01    1143/1143        StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
[32]     0.1    0.00    0.01    1143         std::vector<Star, std::allocator<Star> >::push_back(Star const&) [32]
                0.00    0.01      12/12          void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
                0.00    0.00    1131/1143        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star const&>(std::allocator<Star>&, Star*, Star const&) [47]
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::end() [228]
-----------------------------------------------
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [35]
[33]     0.1    0.00    0.01     100         std::vector<int, std::allocator<int> >::max_size() const [33]
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [34]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [181]
-----------------------------------------------
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::max_size() const [33]
[34]     0.1    0.00    0.01     100         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [34]
                0.01    0.00     100/539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [21]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [197]
-----------------------------------------------
                0.00    0.01     100/100         StarFormation::detect_star_candidates(Particles const&) const [2]
[35]     0.1    0.00    0.01     100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [35]
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::max_size() const [33]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::capacity() const [185]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::size() const [183]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [189]
                0.00    0.00     100/200         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [168]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [198]
                0.00    0.00     100/200         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [167]
-----------------------------------------------
                0.00    0.01      12/12          std::vector<Star, std::allocator<Star> >::push_back(Star const&) [32]
[36]     0.0    0.00    0.01      12         void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_S_relocate(Star*, Star*, Star*, std::allocator<Star>&) [40]
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::_M_check_len(unsigned long, char const*) const [60]
                0.00    0.00      12/1143        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star const&>(std::allocator<Star>&, Star*, Star const&) [47]
                0.00    0.00      24/26          std::_Vector_base<Star, std::allocator<Star> >::_M_get_Tp_allocator() [216]
                0.00    0.00      24/48          __gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >::base() const [213]
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::begin() [229]
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >::difference_type __gnu_cxx::operator-<Star*, std::vector<Star, std::allocator<Star> > >(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > > const&, __gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > > const&) [224]
                0.00    0.00      12/12          std::_Vector_base<Star, std::allocator<Star> >::_M_allocate(unsigned long) [225]
                0.00    0.00      12/2298        Star const& std::forward<Star const&>(std::remove_reference<Star const&>::type&) [96]
                0.00    0.00      12/14          std::_Vector_base<Star, std::allocator<Star> >::_M_deallocate(Star*, unsigned long) [221]
