x,y,z,vx,vy,vz,temperature,density,pressure,is_star
0.44073,0.90156,0.87658,-0.20371,2.58127,-4.73113,0.56208,11789.25586,6629.76709,1
0.55500,0.58450,0.38100,-17.75330,43.68384,-28.33982,0.95887,28446.10156,27289.70898,1
0.56849,1.29223,0.01137,0.97395,7.14708,0.23158,0.61819,11789.25586,7291.61230,1
0.44998,0.53308,0.42885,-6.63014,20.66126,-32.45752,0.90049,84614.38281,76232.60156,1
2.43108,-0.29659,2.79792,22.11096,-9.45835,27.69225,0.07962,11789.25586,939.15088,1
0.54619,0.50019,0.32240,19.58363,-7.08723,2.33769,1.08156,37589.09375,40675.24219,1
0.52949,0.53185,0.59137,13.44720,-7.20591,17.21933,0.87735,51151.38281,44900.23438,1
0.61016,0.37500,0.16081,4.65986,-5.20339,-31.88054,1.13463,12000.58008,13622.98438,1
0.46878,0.48221,0.24829,8.66639,4.31907,-0.89830,1.27430,15086.84180,19234.75195,1
0.46801,0.55366,0.48667,-29.77431,29.20197,32.83387,0.88731,182698.14062,162190.82812,1
0.55251,0.48575,0.38742,2.84638,-4.81068,-16.90937,0.99802,98949.46094,98803.28906,1
0.54567,0.43785,0.57680,-17.44948,18.77355,-46.50352,1.01367,16657.93359,16894.08594,1
0.77452,3.94686,0.81173,2.68407,39.09331,3.29255,0.05378,11789.25586,634.32013,1
0.48438,0.32258,0.55712,2.72767,17.82227,7.46225,0.98643,37137.52344,36651.72656,1
0.53390,0.43815,0.39803,-7.14421,36.69299,25.26230,0.80936,14823.11523,12003.30957,1
0.49225,0.50266,0.52944,-1.93847,-45.79647,21.57486,0.81807,116963.04688,95731.48438,1
0.84894,0.10065,-0.30102,-9.45977,8.63501,3.05760,1.74000,39455.62500,68687.17969,1
0.85238,0.08640,-0.29634,0.60996,4.03950,3.91289,1.80719,37965.25000,68644.57031,1
0.51927,0.46642,0.52480,20.92839,16.75263,-42.63062,0.99236,113291.96094,112482.93750,1
0.60955,0.43436,0.72834,3.57229,-3.59140,41.43114,0.55817,16399.42383,9158.19922,1
0.55039,0.46045,0.50306,11.80871,-26.43506,30.88412,0.93194,163943.15625,152861.60938,1
0.51921,0.55246,0.40183,-6.47175,-16.01548,50.81733,0.96122,50226.51562,48303.12109,1
0.50978,0.46790,0.55809,-13.88894,-46.71204,33.07991,1.06392,172814.67188,183953.71875,1
0.54335,0.48875,0.46436,-32.25098,-6.57331,56.53715,0.93604,38574.89453,36125.88281,1
0.48770,0.59794,0.26119,7.03142,1.28657,0.18718,0.93083,14062.08301,13095.91699,1
0.49161,0.53173,0.63981,-12.05208,21.58467,0.73427,0.92247,21972.50391,20279.20898,1
0.48845,0.64116,0.57487,7.35641,11.79152,-39.21597,0.74489,27505.45898,20498.78320,1
0.40403,0.38021,0.60725,17.63453,-8.46640,21.64947,1.21663,12733.06543,15499.17480,1
2.50979,0.09542,0.25196,15.92338,-5.84133,-0.13327,0.36943,30886.78711,11416.21973,1
0.59890,0.44715,0.47908,-20.28699,-0.16921,16.73522,0.81453,31902.83594,25998.70703,1
0.47799,0.51829,0.52560,-11.29486,7.35849,3.47354,1.00249,178453.53125,178987.35938,1
0.52624,0.49474,0.47616,19.91639,-7.99982,-60.15363,1.07666,205585.79688,221456.15625,1
1.87589,-0.11807,1.64772,10.09338,-4.00525,8.54542,0.24335,11789.25586,2870.32227,1
-2.14451,-2.60355,1.13391,-32.11730,-38.66207,8.71646,33.25549,11789.25586,392253.65625,1
0.16880,0.78864,1.23897,6.07752,-6.63131,-4.25182,0.51356,11789.25586,6057.51367,1
0.57756,0.44815,0.46762,-62.45588,13.60519,6.25002,0.90673,22884.01758,20759.97070,1
0.51042,0.42233,0.37770,5.83835,-0.87613,11.88183,1.17681,16370.57422,19274.77539,1
0.49245,0.49977,0.48451,-0.89448,-46.45166,-8.91756,0.90848,129925.63281,118093.30469,1
0.53563,0.48497,0.53318,-7.96278,4.88820,-12.70611,0.80677,157966.85938,127506.20312,1
0.11945,1.03536,0.70742,2.52216,1.96682,2.86487,0.71603,11789.25586,8445.67969,1
0.91350,-2.91031,1.68124,2.85611,-39.22783,16.06473,3.44778,20059.33594,69194.78125,1
1.63781,1.67714,-1.88315,9.95449,13.50111,-27.78279,0.93837,19022.14062,17858.76758,1
0.44929,0.58127,0.45890,-28.49492,37.05946,-25.99497,0.78422,118234.96875,92768.93750,1
0.47820,0.29678,0.57595,12.23911,-33.18127,17.85349,1.08046,17955.93555,19410.30859,1
0.51791,0.46448,0.54575,27.61797,-27.46467,-5.70130,1.05175,141987.82812,149409.96875,1
0.51827,0.29379,0.58010,11.76748,-31.02687,33.40759,1.05553,20321.30859,21460.56445,1
0.52375,0.42397,0.72464,-0.93736,9.88678,-4.57548,0.97703,28738.73633,28092.62891,1
0.48816,0.60271,0.67305,-4.73267,11.45079,-12.04504,0.87713,27343.73438,23996.09375,1
0.46216,0.53997,0.49530,-3.78782,-7.98405,17.39582,0.91088,87447.27344,79693.74219,1
-1.10628,0.60206,0.27927,-9.09759,0.52595,-4.46026,3.76001,16949.15430,63760.80859,0
0.52926,0.41644,0.50182,5.54797,-34.55268,25.54572,1.03275,150417.70312,155421.21875,1
0.58910,0.44659,0.39894,25.54796,8.37005,2.67360,1.14578,42190.29688,48364.92188,1
0.48697,0.53105,0.40110,-30.50446,12.65715,-60.32312,0.95061,207290.15625,197150.57812,1
0.52798,0.41164,0.49700,18.78544,-31.68054,6.39346,1.00101,163907.01562,164155.20312,1
0.79549,0.30251,0.35025,7.26523,-4.92269,-1.92570,0.99602,21346.06641,21271.82812,1
