x,y,z,vx,vy,vz,temperature,density,pressure,is_star
0.04780,0.04780,0.04780,1.37555,1.37555,1.37555,0.87529,11789.25586,10324.23438,0
0.11477,0.11477,0.11477,0.28904,0.28904,0.28904,0.93514,11789.25586,11030.15918,0
0.20987,0.20987,0.20987,0.23825,0.23825,0.23825,0.94435,11789.25586,11138.70020,0
0.30727,0.30727,0.30727,0.18109,0.18109,0.18109,0.94928,11789.25586,11196.86621,0
0.40574,0.40574,0.40574,0.14484,0.14484,0.14484,0.95220,11789.25586,11231.31152,0
0.50473,0.50473,0.50473,0.12031,0.12031,0.12031,0.95412,11789.25586,11253.96094,0
0.60402,0.60402,0.60402,0.10276,0.10276,0.10276,0.95547,11789.25586,11269.94336,0
0.70349,0.70349,0.70349,0.08956,0.08956,0.08956,0.95648,11789.25586,11281.83398,0
0.80309,0.80309,0.80309,0.07933,0.07933,0.07933,0.95726,11789.25586,11290.99023,0
0.90276,0.90276,0.90276,0.07117,0.07117,0.07117,0.95787,11789.25586,11298.27051,0
1.00250,1.00250,1.00250,0.06450,0.06450,0.06450,0.95838,11789.25586,11304.20020,0
1.10228,1.10228,1.10228,0.05895,0.05895,0.05895,0.95879,11789.25586,11309.11719,0
1.20210,1.20210,1.20210,0.05426,0.05426,0.05426,0.95915,11789.25586,11313.26465,0
1.30195,1.30195,1.30195,0.05028,0.05028,0.05028,0.95944,11789.25586,11316.78418,0
1.40181,1.40181,1.40181,0.04681,0.04681,0.04681,0.95970,11789.25586,11319.84570,0
1.50169,1.50169,1.50169,0.04375,0.04375,0.04375,0.95993,11789.25586,11322.52734,0
1.60159,1.60159,1.60159,0.04113,0.04113,0.04113,0.96013,11789.25586,11324.85059,0
1.70150,1.70150,1.70150,0.03876,0.03876,0.03876,0.96030,11789.25586,11326.93457,0
1.80142,1.80142,1.80142,0.03666,0.03666,0.03666,0.96046,11789.25586,11328.78711,0
1.90134,1.90134,1.90134,0.03470,0.03470,0.03470,0.96061,11789.25586,11330.48535,0
2.00128,2.00128,2.00128,0.03304,0.03304,0.03304,0.96073,11789.25586,11331.96582,0
2.10121,2.10121,2.10121,0.03148,0.03148,0.03148,0.96085,11789.25586,11333.32910,0
2.20116,2.20116,2.20116,0.03005,0.03005,0.03005,0.96095,11789.25586,11334.58398,0
2.30111,2.30111,2.30111,0.02874,0.02874,0.02874,0.96105,11789.25586,11335.73438,0
2.40106,2.40106,2.40106,0.02755,0.02755,0.02755,0.96114,11789.25586,11336.77832,0
2.50102,2.50102,2.50102,0.02646,0.02646,0.02646,0.96122,11789.25586,11337.73730,0
2.60098,2.60098,2.60098,0.02542,0.02542,0.02542,0.96130,11789.25586,11338.64551,0
2.70094,2.70094,2.70094,0.02449,0.02449,0.02449,0.96137,11789.25586,11339.46777,0
2.80091,2.80091,2.80091,0.02359,0.02359,0.02359,0.96143,11789.25586,11340.24414,0
2.90088,2.90088,2.90088,0.02279,0.02279,0.02279,0.96149,11789.25586,11340.95312,0
3.00085,3.00085,3.00085,0.02201,0.02201,0.02201,0.96155,11789.25586,11341.63574,0
3.10082,3.10082,3.10082,0.02129,0.02129,0.02129,0.96160,11789.25586,11342.26465,0
3.20079,3.20079,3.20079,0.02063,0.02063,0.02063,0.96165,11789.25586,11342.84766,0
3.30077,3.30077,3.30077,0.01997,0.01997,0.01997,0.96170,11789.25586,11343.42188,0
3.40075,3.40075,3.40075,0.01940,0.01940,0.01940,0.96174,11789.25586,11343.92480,0
3.50073,3.50073,3.50073,0.01881,0.01881,0.01881,0.96179,11789.25586,11344.43555,0
3.60071,3.60071,3.60071,0.01831,0.01831,0.01831,0.96183,11789.25586,11344.88672,0
3.70068,3.70068,3.70068,0.01774,0.01774,0.01774,0.96187,11789.25586,11345.36719,0
3.80067,3.80067,3.80067,0.01731,0.01731,0.01731,0.96190,11789.25586,11345.75488,0
3.90065,3.90065,3.90065,0.01687,0.01687,0.01687,0.96193,11789.25586,11346.14062,0
4.00063,4.00063,4.00063,0.01639,0.01639,0.01639,0.96197,11789.25586,11346.55664,0
4.10062,4.10062,4.10062,0.01597,0.01597,0.01597,0.96200,11789.25586,11346.91602,0
4.20060,4.20060,4.20060,0.01562,0.01562,0.01562,0.96202,11789.25586,11347.23242,0
4.30059,4.30059,4.30059,0.01524,0.01524,0.01524,0.96205,11789.25586,11347.57129,0
4.40057,4.40057,4.40057,0.01486,0.01486,0.01486,0.96208,11789.25586,11347.89258,0
4.50056,4.50056,4.50056,0.01453,0.01453,0.01453,0.96211,11789.25586,11348.18359,0
4.60055,4.60055,4.60055,0.01419,0.01419,0.01419,0.96213,11789.25586,11348.47949,0
4.70054,4.70054,4.70054,0.01390,0.01390,0.01390,0.96215,11789.25586,11348.74805,0
