x,y,z,vx,vy,vz,temperature,density,pressure,is_star
32.12123,64.24246,80.86655,45.05911,90.11823,112.48304,0.90028,1.00000,0.90073,0
20.07916,40.15833,60.34242,27.61831,55.23661,83.05409,0.90028,1.00000,0.90073,0
18.17064,36.34129,71.08239,25.21154,50.42308,99.84535,0.90028,1.00000,0.90073,0
19.44416,38.88831,58.81794,27.04999,54.09999,81.87343,0.90028,1.00000,0.90073,0
10.96190,21.92381,32.07734,15.13486,30.26972,44.16182,0.90028,1.00000,0.90073,0
9.57404,19.14808,28.15879,13.21434,26.42869,38.82449,0.90028,1.00000,0.90073,0
2.45228,4.90456,8.92478,2.99466,5.98931,11.56347,0.90028,1.00000,0.90073,0
12.61920,25.23840,17.90004,17.99725,35.99450,24.78416,0.90028,1.00000,0.90073,0
-0.81744,-1.63489,-5.71038,-2.01405,-4.02809,-10.79483,0.90028,1.00000,0.90073,0
0.68817,1.37634,1.58928,0.88273,1.76547,1.79254,0.90028,1.00000,0.90073,0
-4.92068,-9.84137,-1.33606,-11.27383,-22.54765,11.98040,0.90028,1.00000,0.90073,0
-11.14437,-22.28875,-16.19419,-15.97595,-31.95190,-22.72131,0.90028,1.00000,0.90073,0
-21.21568,-42.43135,-30.35631,-29.98969,-59.97939,-42.73332,0.90028,1.00000,0.90073,0
-15.77324,-31.54648,-47.30642,-22.13194,-44.26388,-66.37775,0.90028,1.00000,0.90073,0
-8.33937,-16.67874,-54.61380,-10.94453,-21.88907,-76.15755,0.90028,1.00000,0.90073,0
-36.51200,-73.02399,-109.53258,-51.17763,-102.35526,-153.52777,0.90028,1.00000,0.90073,0
-52.25736,-104.51472,-156.81078,-73.20577,-146.41154,-219.67650,0.90028,1.00000,0.90073,0
-75.70406,-151.40813,-227.12143,-106.00113,-212.00226,-318.01651,0.90028,1.00000,0.90073,0
-107.62002,-215.24004,-320.82230,-150.58725,-301.17450,-448.86832,0.90028,1.00000,0.90073,0
-161.91620,-323.83240,-485.73676,-226.62863,-453.25726,-679.86719,0.90028,1.00000,0.90073,0
-213.09665,-426.19330,-641.12079,-298.01047,-596.02094,-896.53015,0.90028,1.00000,0.90073,0
-256.02414,-512.04828,-768.08276,-358.28381,-716.56763,-1074.86621,0.90028,1.00000,0.90073,0
-205.11559,-410.23117,-616.64355,-286.99149,-573.98297,-862.79797,0.90028,1.00000,0.90073,0
-118.98354,-237.96709,-357.20734,-166.54280,-333.08560,-499.98749,0.90028,1.00000,0.90073,0
-46.49297,-92.98595,-139.47363,-65.13353,-130.26706,-195.39108,0.90028,1.00000,0.90073,0
12.62304,25.24608,37.65112,17.72722,35.45444,52.89068,0.90028,1.00000,0.90073,0
54.12701,108.25403,162.48361,75.64496,151.28992,227.07767,0.90028,1.00000,0.90073,0
96.49923,192.99846,289.53848,134.94629,269.89258,404.89575,0.90028,1.00000,0.90073,0
133.83838,267.67676,401.47971,187.18390,374.36780,561.50293,0.90028,1.00000,0.90073,0
164.65828,329.31656,493.82489,230.30957,460.61914,690.72028,0.90028,1.00000,0.90073,0
187.81302,375.62604,563.58899,262.70627,525.41254,788.32806,0.90028,1.00000,0.90073,0
204.39305,408.78610,613.15656,285.93600,571.87201,857.77710,0.90028,1.00000,0.90073,0
217.42485,434.84970,653.14508,304.24036,608.48071,913.86200,0.90028,1.00000,0.90073,0
218.64110,437.28220,654.49194,305.75269,611.50537,915.27777,0.90028,1.00000,0.90073,0
220.06389,440.12778,683.82141,307.75937,615.51874,956.82520,0.90028,1.00000,0.90073,0
233.58521,467.17041,687.11603,326.96780,653.93561,961.52881,0.90028,1.00000,0.90073,0
222.79446,445.58893,669.67365,311.69647,623.39294,936.93298,0.90028,1.00000,0.90073,0
212.66063,425.32126,636.64264,297.42944,594.85889,890.36670,0.90028,1.00000,0.90073,0
209.39012,418.78024,627.59912,292.94193,585.88385,878.01825,0.90028,1.00000,0.90073,0
196.65865,393.31729,589.93799,275.08530,550.17059,825.20300,0.90028,1.00000,0.90073,0
183.46001,366.92001,550.34631,256.62024,513.24048,769.81409,0.90028,1.00000,0.90073,0
167.54405,335.08810,502.83145,234.34094,468.68188,703.30048,0.90028,1.00000,0.90073,0
149.93610,299.87219,449.58560,209.71300,419.42599,628.82721,0.90028,1.00000,0.90073,0
130.45314,260.90628,391.86319,182.45821,364.91641,548.07806,0.90028,1.00000,0.90073,0
112.56926,225.13852,341.70203,157.48083,314.96167,478.12201,0.90028,1.00000,0.90073,0
89.38284,178.76569,268.47876,124.99075,249.98149,375.43423,0.90028,1.00000,0.90073,0
68.98306,137.96611,206.41846,96.44813,192.89626,288.60193,0.90028,1.00000,0.90073,0
48.55466,97.10933,145.86252,67.85743,135.71486,203.85162,0.90028,1.00000,0.90073,0
20.10811,40.21622,75.76229,27.45605,54.91211,104.97529,0.90028,1.00000,0.90073,0
1.04856,2.09712,13.14438,1.25582,2.51164,17.81183,0.90028,1.00000,0.90073,0
2.53771,5.07541,-25.34179,3.72429,7.44857,-35.56028,0.90028,1.00000,0.90073,0
-34.85743,-69.71485,-66.60775,-49.21485,-98.42970,-92.02238,0.90028,1.00000,0.90073,0
-48.55700,-97.11399,-145.34711,-67.99869,-135.99738,-203.54610,0.90028,1.00000,0.90073,0
-68.65164,-137.30328,-206.49911,-96.12299,-192.24599,-289.13025,0.90028,1.00000,0.90073,0
-89.39811,-178.79622,-268.02417,-125.15059,-250.30118,-375.21393,0.90028,1.00000,0.90073,0
-113.29888,-226.59776,-341.74167,-158.65857,-317.31714,-478.59906,0.90028,1.00000,0.90073,0
-130.46031,-260.92062,-391.41342,-182.60658,-365.21317,-547.86481,0.90028,1.00000,0.90073,0
-149.79921,-299.59842,-449.38675,-209.65991,-419.31982,-628.96460,0.90028,1.00000,0.90073,0
-167.45393,-334.90787,-502.49927,-234.35350,-468.70700,-703.25073,0.90028,1.00000,0.90073,0
-183.31667,-366.63333,-550.13983,-256.55814,-513.11627,-769.94086,0.90028,1.00000,0.90073,0
-196.64624,-393.29248,-589.52539,-275.20633,-550.41266,-825.04144,0.90028,1.00000,0.90073,0
-209.31270,-418.62540,-627.12158,-292.97427,-585.94855,-877.75916,0.90028,1.00000,0.90073,0
-212.55533,-425.11066,-636.55652,-297.41739,-594.83478,-890.70770,0.90028,1.00000,0.90073,0
-223.46365,-446.92731,-668.35547,-312.80099,-625.60199,-935.50836,0.90028,1.00000,0.90073,0
-231.34238,-462.68475,-693.55896,-323.92221,-647.84442,-971.10010,0.90028,1.00000,0.90073,0
-225.33688,-450.67377,-672.92419,-315.37424,-630.74847,-941.74707,0.90028,1.00000,0.90073,0
-217.74687,-435.49374,-655.13440,-304.59940,-609.19879,-916.51556,0.90028,1.00000,0.90073,0
-217.18640,-434.37280,-653.77515,-304.04526,-608.09052,-915.33838,0.90028,1.00000,0.90073,0
-204.18541,-408.37082,-613.01208,-285.77921,-571.55841,-857.98865,0.90028,1.00000,0.90073,0
-187.65808,-375.31616,-563.41510,-262.62805,-525.25610,-788.50037,0.90028,1.00000,0.90073,0
-164.69087,-329.38174,-493.31311,-230.49306,-460.98611,-690.42120,0.90028,1.00000,0.90073,0
-133.72758,-267.45517,-401.19427,-187.16754,-374.33508,-561.51886,0.90028,1.00000,0.90073,0
-96.41664,-192.83328,-289.20898,-134.96924,-269.93848,-404.85019,0.90028,1.00000,0.90073,0
-53.87706,-107.75413,-162.42914,-75.43491,-150.86983,-227.41516,0.90028,1.00000,0.90073,0
-13.63166,-27.26331,-38.85722,-19.48002,-38.96004,-55.19196,0.90028,1.00000,0.90073,0
46.48649,92.97298,139.92943,64.98577,129.97154,195.61270,0.90028,1.00000,0.90073,0
119.20044,238.40088,357.27521,166.70775,333.41550,499.66776,0.90028,1.00000,0.90073,0
205.43466,410.86932,616.34833,287.29709,574.59418,861.95886,0.90028,1.00000,0.90073,0
256.12100,512.24200,768.38611,358.28079,716.56158,1074.87488,0.90028,1.00000,0.90073,0
216.07079,432.14157,639.10876,302.07135,604.14270,893.34888,0.90028,1.00000,0.90073,0
162.01897,324.03793,486.04498,226.63361,453.26721,679.88391,0.90028,1.00000,0.90073,0
108.57104,217.14209,321.35516,151.79764,303.59528,449.20456,0.90028,1.00000,0.90073,0
75.79704,151.59409,227.42252,105.99277,211.98553,318.02216,0.90028,1.00000,0.90073,0
52.36485,104.72970,157.08717,73.21847,146.43694,219.64635,0.90028,1.00000,0.90073,0
36.61183,73.22366,109.82443,51.17857,102.35715,153.51971,0.90028,1.00000,0.90073,0
17.03166,34.06332,34.41861,23.49615,46.99230,46.20723,0.90028,1.00000,0.90073,0
15.92693,31.85387,47.40487,22.22614,44.45229,66.05283,0.90028,1.00000,0.90073,0
18.06701,36.13402,43.17430,25.38356,50.76713,60.49335,0.90028,1.00000,0.90073,0
-0.63099,-1.26198,19.17466,-1.38823,-2.77645,26.55378,0.90028,1.00000,0.90073,0
5.02133,10.04266,18.88951,7.55463,15.10926,28.76702,0.90028,1.00000,0.90073,0
-0.42839,-0.85677,-1.53424,-0.60292,-1.20584,-2.38309,0.90028,1.00000,0.90073,0
-1.16547,-2.33094,-4.33066,-1.38806,-2.77611,-5.75908,0.90028,1.00000,0.90073,0
-1.27017,-2.54034,-19.70448,-1.51557,-3.03114,-27.82561,0.90028,1.00000,0.90073,0
-0.76947,-1.53894,-14.31381,3.33425,6.66851,-33.69948,0.90028,1.00000,0.90073,0
-8.93435,-17.86869,-28.08772,-12.41864,-24.83728,-39.17421,0.90028,1.00000,0.90073,0
-9.70689,-19.41377,-31.14651,-13.31244,-26.62488,-43.08983,0.90028,1.00000,0.90073,0
-19.43782,-38.87564,-58.19303,-27.18520,-54.37041,-81.36960,0.90028,1.00000,0.90073,0
-26.65333,-53.30667,-50.63591,-37.76208,-75.52417,-70.35407,0.90028,1.00000,0.90073,0
-20.00515,-40.01030,-60.03609,-27.66965,-55.33930,-83.02428,0.90028,1.00000,0.90073,0
-17.12663,-34.25325,-89.46687,-23.24248,-46.48495,-125.51148,0.90028,1.00000,0.90073,0
