x,y,z,vx,vy,vz,temperature,density,pressure,is_star
-11.91776,-4.72031,8.08331,-80.33825,-33.03974,51.15102,0.97774,1.00000,0.97823,0
11.33374,-7.46206,7.92001,70.81468,-52.40929,49.66676,0.97774,1.00000,0.97823,0
-15.83859,-2.19956,-0.77867,-109.85143,-15.69702,-9.68859,0.97774,1.00000,0.97823,0
-11.23728,-5.08806,5.13700,-76.21452,-35.59455,31.97493,0.97774,1.00000,0.97823,0
1.26832,-10.34378,-14.00374,4.32526,-71.38237,-94.64684,0.97774,1.00000,0.97823,0
-14.04356,9.85653,-0.93492,-98.07291,63.67902,-10.75134,0.97774,1.00000,0.97823,0
8.37443,8.99801,-6.13092,53.71170,57.65733,-42.61673,0.97774,1.00000,0.97823,0
15.91674,6.22429,-10.24268,101.06081,37.80521,-70.27808,0.97774,1.00000,0.97823,0
17.31899,5.69046,-1.97986,108.97220,36.07950,-17.73142,0.97774,1.00000,0.97823,0
4.64236,-7.70046,12.80158,28.94827,-53.10991,82.58228,0.97774,1.00000,0.97823,0
-9.99654,-17.51590,2.04735,-69.79505,-118.76499,10.97645,0.97774,1.00000,0.97823,0
7.70443,-11.24829,-2.95006,45.53214,-75.82056,-23.83942,0.97774,1.00000,0.97823,0
9.57298,-1.43197,6.27494,62.04348,-11.85155,39.98604,0.97774,1.00000,0.97823,0
-7.10937,-3.83000,-16.02661,-50.94926,-28.61576,-108.37059,0.97774,1.00000,0.97823,0
-3.89040,-5.07859,11.15085,-31.25229,-34.87762,68.86688,0.97774,1.00000,0.97823,0
-8.83860,8.26750,-12.22346,-60.37582,52.61960,-82.70702,0.97774,1.00000,0.97823,0
-8.28055,8.16804,10.75377,-58.29578,50.74107,69.48711,0.97774,1.00000,0.97823,0
13.89264,8.49213,5.03891,86.26396,54.67842,28.61372,0.97774,1.00000,0.97823,0
-12.75964,-3.34754,-2.26612,-86.10046,-24.14145,-16.70882,0.97774,1.00000,0.97823,0
0.22756,10.47796,1.29929,-2.41934,65.77630,5.97824,0.97774,1.00000,0.97823,0
11.48019,2.50926,11.56669,70.36504,15.45424,71.49454,0.97774,1.00000,0.97823,0
2.28295,11.09029,3.67317,13.04737,71.26608,22.29487,0.97774,1.00000,0.97823,0
-5.97253,1.27689,-14.23549,-42.85149,5.29854,-96.66225,0.97774,1.00000,0.97823,0
12.04131,-6.60654,-9.16154,74.42380,-44.60856,-64.28327,0.97774,1.00000,0.97823,0
1.66262,-0.69876,9.50841,9.16931,-7.01895,61.79105,0.97774,1.00000,0.97823,0
-0.96889,-8.22306,-12.24047,-10.06734,-57.96661,-83.99762,0.97774,1.00000,0.97823,0
10.01714,16.53798,0.27720,60.50273,107.42319,-2.90291,0.97774,1.00000,0.97823,0
10.72513,-6.53062,4.20990,69.24671,-45.58576,25.97916,0.97774,1.00000,0.97823,0
11.59955,1.99471,16.48561,72.29388,9.82161,105.88584,0.97774,1.00000,0.97823,0
3.96976,3.30543,-0.79190,22.07342,21.14602,-10.00107,0.97774,1.00000,0.97823,0
