i,density,velocity,potential
0,1e-18,0,0
1,0.0500165,0,0
2,0.0995333,0,0
3,0.148056,0,0
4,0.195099,0,0
5,0.240192,0,0
6,0.282886,0,0
7,0.322753,0,0
8,0.359395,0,0
9,0.392447,0,0
10,0.421577,0,0
11,0.446495,0,0
12,0.466952,0,0
13,0.482743,0,0
14,0.49371,0,0
15,0.499745,0,0
16,0.500786,0,0
17,0.496824,0,0
18,0.487898,0,0
19,0.474096,0,0
20,0.455558,0,0
21,0.432468,0,0
22,0.405057,0,0
23,0.373598,0,0
24,0.338407,0,0
25,0.299835,0,0
26,0.258266,0,0
27,0.214117,0,0
28,0.167829,0,0
29,0.119864,0,0
30,0.0707011,0,0
31,0.0208319,0,0
32,-0.0292454,0,0
33,-0.0790306,0,0
34,-0.128026,0,0
35,-0.175742,0,0
36,-0.221703,0,0
37,-0.265448,0,0
38,-0.306541,0,0
39,-0.344571,0,0
40,-0.379158,0,0
41,-0.409957,0,0
42,-0.436659,0,0
43,-0.458999,0,0
44,-0.476753,0,0
45,-0.489743,0,0
46,-0.497839,0,0
47,-0.500962,0,0
48,-0.499078,0,0
49,-0.492209,0,0
50,-0.480421,0,0
51,-0.463833,0,0
52,-0.442611,0,0
53,-0.416966,0,0
54,-0.387155,0,0
55,-0.353476,0,0
56,-0.316265,0,0
57,-0.275893,0,0
58,-0.232766,0,0
59,-0.187312,0,0
60,-0.139987,0,0
61,-0.0912634,0,0
62,-0.0416278,0,0
63,0.00842376,0,0
64,0.0583912,0,0
65,0.107775,0,0
66,0.156082,0,0
67,0.20283,0,0
68,0.247551,0,0
69,0.289798,0,0
70,0.32915,0,0
71,0.365213,0,0
72,0.397628,0,0
73,0.426069,0,0
74,0.450253,0,0
75,0.469938,0,0
76,0.484928,0,0
77,0.495072,0,0
78,0.50027,0,0
79,0.50047,0,0
80,0.495668,0,0
81,0.485915,0,0
82,0.471306,0,0
83,0.451988,0,0
84,0.428154,0,0
85,0.400042,0,0
86,0.367933,0,0
87,0.332148,0,0
88,0.293044,0,0
89,0.251011,0,0
90,0.206471,0,0
91,0.159868,0,0
92,0.111668,0,0
93,0.0623517,0,0
94,0.0124125,0,0
95,-0.0376507,0,0
96,-0.0873377,0,0
97,-0.136152,0,0
98,-0.183606,0,0
99,-0.229225,0,0
100,-0.272555,0,0
101,-0.31316,0,0
102,-0.350637,0,0
103,-0.384611,0,0
104,-0.414741,0,0
105,-0.440728,0,0
106,-0.46231,0,0
107,-0.479274,0,0
108,-0.491449,0,0
109,-0.498714,0,0
110,-0.500995,0,0
111,-0.498271,0,0
112,-0.490568,0,0
113,-0.477964,0,0
114,-0.460584,0,0
115,-0.438602,0,0
116,-0.412237,0,0
117,-0.381754,0,0
118,-0.347456,0,0
119,-0.309687,0,0
120,-0.268823,0,0
121,-0.225273,0,0
122,-0.179473,0,0
123,-0.131879,0,0
124,-0.0829677,0,0
125,-0.0332273,0,0
126,0.0168451,0,0
127,0.0667493,0,0
128,0.115986,0,0
129,0.164065,0,0
130,0.210504,0,0
131,0.254839,0,0
132,0.296629,0,0
133,0.335454,0,0
134,0.370928,0,0
135,0.402696,0,0
136,0.43044,0,0
137,0.453883,0,0
138,0.472792,0,0
139,0.486976,0,0
140,0.496294,0,0
141,0.500654,0,0
142,0.500011,0,0
143,0.494373,0,0
144,0.483795,0,0
145,0.468382,0,0
146,0.44829,0,0
147,0.423719,0,0
148,0.394914,0,0
149,0.362164,0,0
150,0.325794,0,0
151,0.28617,0,0
152,0.243686,0,0
153,0.198767,0,0
154,0.151862,0,0
155,0.10344,0,0
156,0.0539846,0,0
157,0.00398956,0,0
158,-0.0460453,0,0
159,-0.0956201,0,0
160,-0.14424,0,0
161,-0.191418,0,0
162,-0.236683,0,0
163,-0.279584,0,0
164,-0.319691,0,0
165,-0.356604,0,0
166,-0.389954,0,0
167,-0.419408,0,0
168,-0.444671,0,0
169,-0.465491,0,0
170,-0.48166,0,0
171,-0.493017,0,0
172,-0.499447,0,0
173,-0.500887,0,0
174,-0.497322,0,0
175,-0.488789,0,0
176,-0.475371,0,0
177,-0.457204,0,0
178,-0.434468,0,0
179,-0.407392,0,0
180,-0.376245,0,0
181,-0.341338,0,0
182,-0.303021,0,0
183,-0.261677,0,0
184,-0.217717,0,0
185,-0.171583,0,0
186,-0.123734,0,0
187,-0.0746485,0,0
188,-0.0248174,0,0
189,0.0252618,0,0
190,0.0750885,0,0
191,0.124165,0,0
192,0.172001,0,0
193,0.218118,0,0
194,0.262056,0,0
195,0.303375,0,0
196,0.341664,0,0
197,0.376538,0,0
198,0.407651,0,0
199,0.43469,0,0
