i,density,velocity,potential
0,1e-18,0,0
1,0.0749749,0,0
2,0.149201,0,0
3,0.221936,0,0
4,0.292453,0,0
5,0.360049,0,0
6,0.424046,0,0
7,0.483807,0,0
8,0.538734,0,0
9,0.588279,0,0
10,0.631945,0,0
11,0.669297,0,0
12,0.699961,0,0
13,0.723632,0,0
14,0.740073,0,0
15,0.749119,0,0
16,0.75068,0,0
17,0.74474,0,0
18,0.73136,0,0
19,0.710671,0,0
20,0.682882,0,0
21,0.64827,0,0
22,0.607181,0,0
23,0.560025,0,0
24,0.507273,0,0
25,0.449453,0,0
26,0.387142,0,0
27,0.320962,0,0
28,0.251576,0,0
29,0.179676,0,0
30,0.105981,0,0
31,0.0312271,0,0
32,-0.043839,0,0
33,-0.118467,0,0
34,-0.191911,0,0
35,-0.263438,0,0
36,-0.332333,0,0
37,-0.397907,0,0
38,-0.459505,0,0
39,-0.516512,0,0
40,-0.568359,0,0
41,-0.614526,0,0
42,-0.654553,0,0
43,-0.688041,0,0
44,-0.714653,0,0
45,-0.734125,0,0
46,-0.746262,0,0
47,-0.750942,0,0
48,-0.74812,0,0
49,-0.737822,0,0
50,-0.720152,0,0
51,-0.695287,0,0
52,-0.663474,0,0
53,-0.625033,0,0
54,-0.580346,0,0
55,-0.529861,0,0
56,-0.474081,0,0
57,-0.413565,0,0
58,-0.348916,0,0
59,-0.280781,0,0
60,-0.209841,0,0
61,-0.136804,0,0
62,-0.0624001,0,0
63,0.0126272,0,0
64,0.0875285,0,0
65,0.161555,0,0
66,0.233968,0,0
67,0.304042,0,0
68,0.371079,0,0
69,0.434408,0,0
70,0.493397,0,0
71,0.547456,0,0
72,0.596045,0,0
73,0.638678,0,0
74,0.67493,0,0
75,0.704438,0,0
76,0.726908,0,0
77,0.742114,0,0
78,0.749906,0,0
79,0.750205,0,0
80,0.743008,0,0
81,0.728387,0,0
82,0.706489,0,0
83,0.677531,0,0
84,0.641804,0,0
85,0.599664,0,0
86,0.551532,0,0
87,0.49789,0,0
88,0.439273,0,0
89,0.376267,0,0
90,0.309501,0,0
91,0.239643,0,0
92,0.16739,0,0
93,0.0934653,0,0
94,0.0186063,0,0
95,-0.0564385,0,0
96,-0.130919,0,0
97,-0.204092,0,0
98,-0.275226,0,0
99,-0.343609,0,0
100,-0.40856,0,0
101,-0.469428,0,0
102,-0.525606,0,0
103,-0.576532,0,0
104,-0.621698,0,0
105,-0.660652,0,0
106,-0.693004,0,0
107,-0.718433,0,0
108,-0.736683,0,0
109,-0.747573,0,0
110,-0.750993,0,0
111,-0.746909,0,0
112,-0.735362,0,0
113,-0.716468,0,0
114,-0.690416,0,0
115,-0.657465,0,0
116,-0.617944,0,0
117,-0.57225,0,0
118,-0.520837,0,0
119,-0.464221,0,0
120,-0.402966,0,0
121,-0.337685,0,0
122,-0.26903,0,0
123,-0.197687,0,0
124,-0.124369,0,0
125,-0.0498077,0,0
126,0.0252509,0,0
127,0.100057,0,0
128,0.173864,0,0
129,0.245933,0,0
130,0.315545,0,0
131,0.382005,0,0
132,0.444647,0,0
133,0.502847,0,0
134,0.556022,0,0
135,0.603642,0,0
136,0.645231,0,0
137,0.680372,0,0
138,0.708715,0,0
139,0.729978,0,0
140,0.743946,0,0
141,0.750481,0,0
142,0.749518,0,0
143,0.741066,0,0
144,0.725209,0,0
145,0.702106,0,0
146,0.671988,0,0
147,0.635156,0,0
148,0.591977,0,0
149,0.542884,0,0
150,0.488366,0,0
151,0.428969,0,0
152,0.365285,0,0
153,0.297952,0,0
154,0.227642,0,0
155,0.155057,0,0
156,0.080923,0,0
157,0.00598035,0,0
158,-0.069022,0,0
159,-0.143335,0,0
160,-0.216215,0,0
161,-0.286936,0,0
162,-0.354789,0,0
163,-0.419097,0,0
164,-0.479218,0,0
165,-0.534551,0,0
166,-0.584542,0,0
167,-0.628693,0,0
168,-0.666563,0,0
169,-0.697772,0,0
170,-0.72201,0,0
171,-0.739033,0,0
172,-0.748672,0,0
173,-0.750831,0,0
174,-0.745487,0,0
175,-0.732695,0,0
176,-0.712582,0,0
177,-0.685349,0,0
178,-0.651269,0,0
179,-0.610681,0,0
180,-0.563991,0,0
181,-0.511667,0,0
182,-0.454229,0,0
183,-0.392254,0,0
184,-0.326359,0,0
185,-0.257203,0,0
186,-0.185477,0,0
187,-0.111898,0,0
188,-0.0372013,0,0
189,0.0378674,0,0
190,0.112558,0,0
191,0.186123,0,0
192,0.25783,0,0
193,0.326959,0,0
194,0.392822,0,0
195,0.45476,0,0
196,0.512155,0,0
197,0.564432,0,0
198,0.611069,0,0
199,0.651601,0,0
