i,density,velocity,potential
0,1e-18,0,0
1,0.0050915,0,0
2,0.0101321,0,0
3,0.0150715,0,0
4,0.0198603,0,0
5,0.0244507,0,0
6,0.0287968,0,0
7,0.0328551,0,0
8,0.0365852,0,0
9,0.0399497,0,0
10,0.042915,0,0
11,0.0454516,0,0
12,0.047534,0,0
13,0.0491415,0,0
14,0.0502579,0,0
15,0.0508722,0,0
16,0.0509783,0,0
17,0.0505749,0,0
18,0.0496662,0,0
19,0.0482613,0,0
20,0.0463742,0,0
21,0.0440237,0,0
22,0.0412333,0,0
23,0.038031,0,0
24,0.0344486,0,0
25,0.0305221,0,0
26,0.0262906,0,0
27,0.0217964,0,0
28,0.0170844,0,0
29,0.0122017,0,0
30,0.00719712,0,0
31,0.00212061,0,0
32,-0.00297708,0,0
33,-0.00804503,0,0
34,-0.0130326,0,0
35,-0.0178899,0,0
36,-0.0225685,0,0
37,-0.0270216,0,0
38,-0.0312048,0,0
39,-0.0350761,0,0
40,-0.0385969,0,0
41,-0.0417321,0,0
42,-0.0444504,0,0
43,-0.0467245,0,0
44,-0.0485317,0,0
45,-0.049854,0,0
46,-0.0506782,0,0
47,-0.0509961,0,0
48,-0.0508044,0,0
49,-0.0501051,0,0
50,-0.0489051,0,0
51,-0.0472165,0,0
52,-0.0450562,0,0
53,-0.0424456,0,0
54,-0.039411,0,0
55,-0.0359826,0,0
56,-0.0321946,0,0
57,-0.028085,0,0
58,-0.0236947,0,0
59,-0.0190677,0,0
60,-0.0142502,0,0
61,-0.00929029,0,0
62,-0.00423756,0,0
63,0.000857509,0,0
64,0.00594401,0,0
65,0.0109711,0,0
66,0.0158886,0,0
67,0.0206473,0,0
68,0.0251998,0,0
69,0.0295004,0,0
70,0.0335063,0,0
71,0.0371774,0,0
72,0.0404771,0,0
73,0.0433723,0,0
74,0.0458341,0,0
75,0.047838,0,0
76,0.0493639,0,0
77,0.0503966,0,0
78,0.0509257,0,0
79,0.050946,0,0
80,0.0504573,0,0
81,0.0494644,0,0
82,0.0479773,0,0
83,0.0460108,0,0
84,0.0435845,0,0
85,0.0407228,0,0
86,0.0374543,0,0
87,0.0338114,0,0
88,0.0298308,0,0
89,0.0255521,0,0
90,0.021018,0,0
91,0.016274,0,0
92,0.0113674,0,0
93,0.00634718,0,0
94,0.00126355,0,0
95,-0.00383271,0,0
96,-0.00889067,0,0
97,-0.0138598,0,0
98,-0.0186904,0,0
99,-0.0233343,0,0
100,-0.0277451,0,0
101,-0.0318786,0,0
102,-0.0356936,0,0
103,-0.039152,0,0
104,-0.0422191,0,0
105,-0.0448645,0,0
106,-0.0470615,0,0
107,-0.0487884,0,0
108,-0.0500277,0,0
109,-0.0507672,0,0
110,-0.0509995,0,0
111,-0.0507222,0,0
112,-0.0499381,0,0
113,-0.048655,0,0
114,-0.0468858,0,0
115,-0.0446481,0,0
116,-0.0419643,0,0
117,-0.0388612,0,0
118,-0.0353698,0,0
119,-0.031525,0,0
120,-0.0273652,0,0
121,-0.022932,0,0
122,-0.0182697,0,0
123,-0.0134248,0,0
124,-0.00844581,0,0
125,-0.00338242,0,0
126,0.00171478,0,0
127,0.00679483,0,0
128,0.011807,0,0
129,0.0167012,0,0
130,0.0214285,0,0
131,0.0259417,0,0
132,0.0301957,0,0
133,0.0341481,0,0
134,0.0377592,0,0
135,0.040993,0,0
136,0.0438173,0,0
137,0.0462037,0,0
138,0.0481285,0,0
139,0.0495724,0,0
140,0.050521,0,0
141,0.0509648,0,0
142,0.0508994,0,0
143,0.0503254,0,0
144,0.0492485,0,0
145,0.0476796,0,0
146,0.0456343,0,0
147,0.0431331,0,0
148,0.0402009,0,0
149,0.0368669,0,0
150,0.0331647,0,0
151,0.029131,0,0
152,0.0248063,0,0
153,0.0202338,0,0
154,0.015459,0,0
155,0.0105298,0,0
156,0.00549544,0,0
157,0.000406122,0,0
158,-0.00468725,0,0
159,-0.00973379,0,0
160,-0.0146831,0,0
161,-0.0194856,0,0
162,-0.0240935,0,0
163,-0.0284607,0,0
164,-0.0325434,0,0
165,-0.0363011,0,0
166,-0.039696,0,0
167,-0.0426942,0,0
168,-0.0452659,0,0
169,-0.0473853,0,0
170,-0.0490313,0,0
171,-0.0501873,0,0
172,-0.0508419,0,0
173,-0.0509885,0,0
174,-0.0506256,0,0
175,-0.0497569,0,0
176,-0.0483911,0,0
177,-0.0465417,0,0
178,-0.0442273,0,0
179,-0.041471,0,0
180,-0.0383003,0,0
181,-0.034747,0,0
182,-0.0308465,0,0
183,-0.0266377,0,0
184,-0.0221628,0,0
185,-0.0174665,0,0
186,-0.0125957,0,0
187,-0.00759895,0,0
188,-0.00252632,0,0
189,0.00257156,0,0
190,0.00764374,0,0
191,0.0126395,0,0
192,0.0175091,0,0
193,0.0222036,0,0
194,0.0266764,0,0
195,0.0308825,0,0
196,0.0347801,0,0
197,0.0383302,0,0
198,0.0414974,0,0
199,0.0442498,0,0
