i,density,velocity,potential
0,1e-18,0,0
1,0.0599999,0,0
2,0.1194,0,0
3,0.177608,0,0
4,0.23404,0,0
5,0.288135,0,0
6,0.33935,0,0
7,0.387175,0,0
8,0.431131,0,0
9,0.470779,0,0
10,0.505724,0,0
11,0.535616,0,0
12,0.560155,0,0
13,0.579098,0,0
14,0.592255,0,0
15,0.599494,0,0
16,0.600744,0,0
17,0.595991,0,0
18,0.585282,0,0
19,0.568726,0,0
20,0.546488,0,0
21,0.518789,0,0
22,0.485906,0,0
23,0.448169,0,0
24,0.405953,0,0
25,0.359682,0,0
26,0.309816,0,0
27,0.256855,0,0
28,0.201328,0,0
29,0.143789,0,0
30,0.0848131,0,0
31,0.02499,0,0
32,-0.0350829,0,0
33,-0.0948052,0,0
34,-0.15358,0,0
35,-0.210821,0,0
36,-0.265955,0,0
37,-0.318432,0,0
38,-0.367727,0,0
39,-0.413347,0,0
40,-0.454838,0,0
41,-0.491785,0,0
42,-0.523817,0,0
43,-0.550616,0,0
44,-0.571913,0,0
45,-0.587496,0,0
46,-0.597208,0,0
47,-0.600954,0,0
48,-0.598695,0,0
49,-0.590454,0,0
50,-0.576313,0,0
51,-0.556415,0,0
52,-0.530956,0,0
53,-0.500193,0,0
54,-0.464431,0,0
55,-0.42403,0,0
56,-0.379391,0,0
57,-0.330962,0,0
58,-0.279226,0,0
59,-0.2247,0,0
60,-0.167929,0,0
61,-0.10948,0,0
62,-0.0499367,0,0
63,0.0101052,0,0
64,0.0700461,0,0
65,0.129287,0,0
66,0.187236,0,0
67,0.243315,0,0
68,0.296962,0,0
69,0.347642,0,0
70,0.394849,0,0
71,0.43811,0,0
72,0.476994,0,0
73,0.511112,0,0
74,0.540124,0,0
75,0.563738,0,0
76,0.58172,0,0
77,0.593889,0,0
78,0.600125,0,0
79,0.600364,0,0
80,0.594604,0,0
81,0.582904,0,0
82,0.565379,0,0
83,0.542205,0,0
84,0.513614,0,0
85,0.479891,0,0
86,0.441373,0,0
87,0.398445,0,0
88,0.351535,0,0
89,0.301114,0,0
90,0.247683,0,0
91,0.191778,0,0
92,0.133957,0,0
93,0.0747971,0,0
94,0.01489,0,0
95,-0.0451658,0,0
96,-0.10477,0,0
97,-0.163328,0,0
98,-0.220254,0,0
99,-0.274979,0,0
100,-0.326957,0,0
101,-0.375667,0,0
102,-0.420625,0,0
103,-0.461379,0,0
104,-0.497524,0,0
105,-0.528697,0,0
106,-0.554588,0,0
107,-0.574938,0,0
108,-0.589543,0,0
109,-0.598257,0,0
110,-0.600994,0,0
111,-0.597726,0,0
112,-0.588486,0,0
113,-0.573366,0,0
114,-0.552516,0,0
115,-0.526147,0,0
116,-0.49452,0,0
117,-0.457952,0,0
118,-0.416809,0,0
119,-0.3715,0,0
120,-0.32248,0,0
121,-0.270238,0,0
122,-0.215296,0,0
123,-0.158202,0,0
124,-0.0995281,0,0
125,-0.0398595,0,0
126,0.0202075,0,0
127,0.0800725,0,0
128,0.139137,0,0
129,0.196812,0,0
130,0.25252,0,0
131,0.305706,0,0
132,0.355836,0,0
133,0.402411,0,0
134,0.444966,0,0
135,0.483074,0,0
136,0.516356,0,0
137,0.544479,0,0
138,0.567161,0,0
139,0.584177,0,0
140,0.595355,0,0
141,0.600585,0,0
142,0.599814,0,0
143,0.59305,0,0
144,0.58036,0,0
145,0.561872,0,0
146,0.537769,0,0
147,0.508294,0,0
148,0.473739,0,0
149,0.434452,0,0
150,0.390823,0,0
151,0.343289,0,0
152,0.292326,0,0
153,0.238441,0,0
154,0.182174,0,0
155,0.124087,0,0
156,0.0647599,0,0
157,0.00478587,0,0
158,-0.055236,0,0
159,-0.114706,0,0
160,-0.17303,0,0
161,-0.229625,0,0
162,-0.283926,0,0
163,-0.335389,0,0
164,-0.383502,0,0
165,-0.427783,0,0
166,-0.46779,0,0
167,-0.503122,0,0
168,-0.533428,0,0
169,-0.558404,0,0
170,-0.5778,0,0
171,-0.591423,0,0
172,-0.599137,0,0
173,-0.600864,0,0
174,-0.596588,0,0
175,-0.586351,0,0
176,-0.570256,0,0
177,-0.548462,0,0
178,-0.521189,0,0
179,-0.488707,0,0
180,-0.451343,0,0
181,-0.40947,0,0
182,-0.363505,0,0
183,-0.313907,0,0
184,-0.261174,0,0
185,-0.205831,0,0
186,-0.148431,0,0
187,-0.0895484,0,0
188,-0.0297709,0,0
189,0.030304,0,0
190,0.0900762,0,0
191,0.148948,0,0
192,0.206332,0,0
193,0.261655,0,0
194,0.314363,0,0
195,0.363929,0,0
196,0.40986,0,0
197,0.451696,0,0
198,0.489018,0,0
199,0.521454,0,0
