i,density,velocity,potential
0,1e-18,0,0
1,0.0350415,0,0
2,0.0697329,0,0
3,0.103728,0,0
4,0.136686,0,0
5,0.168278,0,0
6,0.19819,0,0
7,0.22612,0,0
8,0.251792,0,0
9,0.274948,0,0
10,0.295356,0,0
11,0.312814,0,0
12,0.327146,0,0
13,0.338209,0,0
14,0.345893,0,0
15,0.350121,0,0
16,0.35085,0,0
17,0.348074,0,0
18,0.341821,0,0
19,0.332151,0,0
20,0.319163,0,0
21,0.302986,0,0
22,0.283782,0,0
23,0.261743,0,0
24,0.237088,0,0
25,0.210064,0,0
26,0.180941,0,0
27,0.15001,0,0
28,0.117581,0,0
29,0.0839765,0,0
30,0.0495331,0,0
31,0.0145948,0,0
32,-0.0204893,0,0
33,-0.0553687,0,0
34,-0.0896949,0,0
35,-0.123125,0,0
36,-0.155325,0,0
37,-0.185972,0,0
38,-0.214762,0,0
39,-0.241406,0,0
40,-0.265638,0,0
41,-0.287215,0,0
42,-0.305923,0,0
43,-0.321574,0,0
44,-0.334012,0,0
45,-0.343113,0,0
46,-0.348786,0,0
47,-0.350973,0,0
48,-0.349654,0,0
49,-0.344841,0,0
50,-0.336582,0,0
51,-0.324961,0,0
52,-0.310093,0,0
53,-0.292126,0,0
54,-0.27124,0,0
55,-0.247645,0,0
56,-0.221575,0,0
57,-0.193291,0,0
58,-0.163075,0,0
59,-0.131231,0,0
60,-0.0980748,0,0
61,-0.063939,0,0
62,-0.0291644,0,0
63,0.00590168,0,0
64,0.0409088,0,0
65,0.0755071,0,0
66,0.109351,0,0
67,0.142102,0,0
68,0.173434,0,0
69,0.203032,0,0
70,0.230602,0,0
71,0.255868,0,0
72,0.278577,0,0
73,0.298503,0,0
74,0.315447,0,0
75,0.329238,0,0
76,0.33974,0,0
77,0.346847,0,0
78,0.350489,0,0
79,0.350628,0,0
80,0.347265,0,0
81,0.340431,0,0
82,0.330196,0,0
83,0.316662,0,0
84,0.299964,0,0
85,0.280269,0,0
86,0.257773,0,0
87,0.232702,0,0
88,0.205306,0,0
89,0.175858,0,0
90,0.144654,0,0
91,0.112004,0,0
92,0.0782344,0,0
93,0.0436835,0,0
94,0.00869617,0,0
95,-0.026378,0,0
96,-0.0611887,0,0
97,-0.095388,0,0
98,-0.128634,0,0
99,-0.160595,0,0
100,-0.190951,0,0
101,-0.2194,0,0
102,-0.245656,0,0
103,-0.269458,0,0
104,-0.290567,0,0
105,-0.308773,0,0
106,-0.323894,0,0
107,-0.335779,0,0
108,-0.344309,0,0
109,-0.349398,0,0
110,-0.350997,0,0
111,-0.349088,0,0
112,-0.343691,0,0
113,-0.334861,0,0
114,-0.322684,0,0
115,-0.307284,0,0
116,-0.288813,0,0
117,-0.267456,0,0
118,-0.243427,0,0
119,-0.216966,0,0
120,-0.188337,0,0
121,-0.157826,0,0
122,-0.125738,0,0
123,-0.0923944,0,0
124,-0.0581271,0,0
125,-0.023279,0,0
126,0.0118017,0,0
127,0.0467644,0,0
128,0.0812599,0,0
129,0.114944,0,0
130,0.147479,0,0
131,0.17854,0,0
132,0.207818,0,0
133,0.235019,0,0
134,0.259872,0,0
135,0.282128,0,0
136,0.301566,0,0
137,0.31799,0,0
138,0.331237,0,0
139,0.341175,0,0
140,0.347703,0,0
141,0.350758,0,0
142,0.350307,0,0
143,0.346357,0,0
144,0.338946,0,0
145,0.328148,0,0
146,0.314072,0,0
147,0.296857,0,0
148,0.276676,0,0
149,0.253731,0,0
150,0.228251,0,0
151,0.20049,0,0
152,0.170726,0,0
153,0.139256,0,0
154,0.106395,0,0
155,0.0724701,0,0
156,0.0378215,0,0
157,0.00279508,0,0
158,-0.0322593,0,0
159,-0.0669914,0,0
160,-0.101054,0,0
161,-0.134107,0,0
162,-0.16582,0,0
163,-0.195876,0,0
164,-0.223975,0,0
165,-0.249837,0,0
166,-0.273202,0,0
167,-0.293837,0,0
168,-0.311536,0,0
169,-0.326123,0,0
170,-0.337451,0,0
171,-0.345407,0,0
172,-0.349912,0,0
173,-0.350921,0,0
174,-0.348423,0,0
175,-0.342445,0,0
176,-0.333044,0,0
177,-0.320316,0,0
178,-0.304388,0,0
179,-0.285418,0,0
180,-0.263597,0,0
181,-0.239141,0,0
182,-0.212296,0,0
183,-0.18333,0,0
184,-0.152533,0,0
185,-0.120211,0,0
186,-0.0866878,0,0
187,-0.0522987,0,0
188,-0.017387,0,0
189,0.0176984,0,0
190,0.0526069,0,0
191,0.0869898,0,0
192,0.120504,0,0
193,0.152813,0,0
194,0.183596,0,0
195,0.212544,0,0
196,0.239369,0,0
197,0.263802,0,0
198,0.285599,0,0
199,0.304543,0,0
