i,density,velocity,potential
0,1e-18,0,0
1,0.0699832,0,0
2,0.139267,0,0
3,0.20716,0,0
4,0.272982,0,0
5,0.336077,0,0
6,0.395814,0,0
7,0.451597,0,0
8,0.502867,0,0
9,0.549112,0,0
10,0.589871,0,0
11,0.624736,0,0
12,0.653359,0,0
13,0.675454,0,0
14,0.6908,0,0
15,0.699244,0,0
16,0.700701,0,0
17,0.695157,0,0
18,0.682667,0,0
19,0.663356,0,0
20,0.637417,0,0
21,0.60511,0,0
22,0.566756,0,0
23,0.522739,0,0
24,0.4735,0,0
25,0.419529,0,0
26,0.361366,0,0
27,0.299593,0,0
28,0.234827,0,0
29,0.167714,0,0
30,0.0989251,0,0
31,0.029148,0,0
32,-0.0409203,0,0
33,-0.11058,0,0
34,-0.179134,0,0
35,-0.245899,0,0
36,-0.310207,0,0
37,-0.371415,0,0
38,-0.428912,0,0
39,-0.482124,0,0
40,-0.530519,0,0
41,-0.573612,0,0
42,-0.610975,0,0
43,-0.642232,0,0
44,-0.667073,0,0
45,-0.685249,0,0
46,-0.696577,0,0
47,-0.700946,0,0
48,-0.698311,0,0
49,-0.688699,0,0
50,-0.672206,0,0
51,-0.648996,0,0
52,-0.619302,0,0
53,-0.583419,0,0
54,-0.541708,0,0
55,-0.494584,0,0
56,-0.442518,0,0
57,-0.386031,0,0
58,-0.325686,0,0
59,-0.262088,0,0
60,-0.19587,0,0
61,-0.127696,0,0
62,-0.0582457,0,0
63,0.0117865,0,0
64,0.081701,0,0
65,0.150799,0,0
66,0.21839,0,0
67,0.2838,0,0
68,0.346373,0,0
69,0.405486,0,0
70,0.460548,0,0
71,0.511007,0,0
72,0.556361,0,0
73,0.596156,0,0
74,0.629994,0,0
75,0.657538,0,0
76,0.678512,0,0
77,0.692706,0,0
78,0.699979,0,0
79,0.700258,0,0
80,0.69354,0,0
81,0.679893,0,0
82,0.659452,0,0
83,0.632422,0,0
84,0.599074,0,0
85,0.559739,0,0
86,0.514812,0,0
87,0.464741,0,0
88,0.410027,0,0
89,0.351216,0,0
90,0.288895,0,0
91,0.223688,0,0
92,0.156246,0,0
93,0.0872426,0,0
94,0.0173676,0,0
95,-0.0526809,0,0
96,-0.122203,0,0
97,-0.190504,0,0
98,-0.256902,0,0
99,-0.320733,0,0
100,-0.381359,0,0
101,-0.438175,0,0
102,-0.490612,0,0
103,-0.538148,0,0
104,-0.580306,0,0
105,-0.616667,0,0
106,-0.646866,0,0
107,-0.670601,0,0
108,-0.687636,0,0
109,-0.697801,0,0
110,-0.700993,0,0
111,-0.697181,0,0
112,-0.686404,0,0
113,-0.668767,0,0
114,-0.644449,0,0
115,-0.613692,0,0
116,-0.576803,0,0
117,-0.53415,0,0
118,-0.486161,0,0
119,-0.433314,0,0
120,-0.376138,0,0
121,-0.315203,0,0
122,-0.251119,0,0
123,-0.184525,0,0
124,-0.116089,0,0
125,-0.0464917,0,0
126,0.0235698,0,0
127,0.0933957,0,0
128,0.162288,0,0
129,0.22956,0,0
130,0.294537,0,0
131,0.356572,0,0
132,0.415044,0,0
133,0.469368,0,0
134,0.519003,0,0
135,0.563453,0,0
136,0.602272,0,0
137,0.635074,0,0
138,0.661531,0,0
139,0.681377,0,0
140,0.694416,0,0
141,0.700516,0,0
142,0.699617,0,0
143,0.691727,0,0
144,0.676926,0,0
145,0.655361,0,0
146,0.627249,0,0
147,0.592869,0,0
148,0.552565,0,0
149,0.50674,0,0
150,0.455852,0,0
151,0.400409,0,0
152,0.340965,0,0
153,0.278115,0,0
154,0.212486,0,0
155,0.144734,0,0
156,0.0755353,0,0
157,0.00558219,0,0
158,-0.0644267,0,0
159,-0.133792,0,0
160,-0.20182,0,0
161,-0.267832,0,0
162,-0.331168,0,0
163,-0.391195,0,0
164,-0.447313,0,0
165,-0.498962,0,0
166,-0.545625,0,0
167,-0.586836,0,0
168,-0.622184,0,0
169,-0.651316,0,0
170,-0.67394,0,0
171,-0.68983,0,0
172,-0.698827,0,0
173,-0.700842,0,0
174,-0.695854,0,0
175,-0.683914,0,0
176,-0.66514,0,0
177,-0.63972,0,0
178,-0.607909,0,0
179,-0.570023,0,0
180,-0.526442,0,0
181,-0.477601,0,0
182,-0.423988,0,0
183,-0.366138,0,0
184,-0.304631,0,0
185,-0.240079,0,0
186,-0.173129,0,0
187,-0.104448,0,0
188,-0.0347245,0,0
189,0.0353463,0,0
190,0.105064,0,0
191,0.173732,0,0
192,0.240664,0,0
193,0.305191,0,0
194,0.366669,0,0
195,0.424483,0,0
196,0.478056,0,0
197,0.526853,0,0
198,0.570385,0,0
199,0.608219,0,0
