i,density,velocity,potential
0,1e-18,0,0
1,0.0400332,0,0
2,0.0796664,0,0
3,0.118504,0,0
4,0.156157,0,0
5,0.19225,0,0
6,0.226422,0,0
7,0.258331,0,0
8,0.28766,0,0
9,0.314114,0,0
10,0.33743,0,0
11,0.357374,0,0
12,0.373748,0,0
13,0.386387,0,0
14,0.395165,0,0
15,0.399995,0,0
16,0.400829,0,0
17,0.397658,0,0
18,0.390513,0,0
19,0.379466,0,0
20,0.364628,0,0
21,0.346147,0,0
22,0.324207,0,0
23,0.299028,0,0
24,0.270861,0,0
25,0.239987,0,0
26,0.206716,0,0
27,0.171379,0,0
28,0.13433,0,0
29,0.095939,0,0
30,0.0565891,0,0
31,0.0166738,0,0
32,-0.023408,0,0
33,-0.063256,0,0
34,-0.102472,0,0
35,-0.140664,0,0
36,-0.177451,0,0
37,-0.212464,0,0
38,-0.245355,0,0
39,-0.275794,0,0
40,-0.303478,0,0
41,-0.328129,0,0
42,-0.349502,0,0
43,-0.367383,0,0
44,-0.381592,0,0
45,-0.39199,0,0
46,-0.39847,0,0
47,-0.400969,0,0
48,-0.399462,0,0
49,-0.393963,0,0
50,-0.384529,0,0
51,-0.371252,0,0
52,-0.354265,0,0
53,-0.333739,0,0
54,-0.309879,0,0
55,-0.282922,0,0
56,-0.253138,0,0
57,-0.220825,0,0
58,-0.186305,0,0
59,-0.149925,0,0
60,-0.112046,0,0
61,-0.0730472,0,0
62,-0.0333189,0,0
63,0.00674237,0,0
64,0.0467362,0,0
65,0.0862631,0,0
66,0.124928,0,0
67,0.162345,0,0
68,0.198139,0,0
69,0.231954,0,0
70,0.263452,0,0
71,0.292317,0,0
72,0.318261,0,0
73,0.341025,0,0
74,0.360382,0,0
75,0.376138,0,0
76,0.388136,0,0
77,0.396255,0,0
78,0.400416,0,0
79,0.400575,0,0
80,0.396733,0,0
81,0.388926,0,0
82,0.377233,0,0
83,0.361771,0,0
84,0.342694,0,0
85,0.320193,0,0
86,0.294493,0,0
87,0.265851,0,0
88,0.234552,0,0
89,0.200909,0,0
90,0.16526,0,0
91,0.127958,0,0
92,0.0893789,0,0
93,0.0499062,0,0
94,0.00993495,0,0
95,-0.0301356,0,0
96,-0.069905,0,0
97,-0.108976,0,0
98,-0.146958,0,0
99,-0.183472,0,0
100,-0.218152,0,0
101,-0.250653,0,0
102,-0.28065,0,0
103,-0.307842,0,0
104,-0.331958,0,0
105,-0.352758,0,0
106,-0.370033,0,0
107,-0.383611,0,0
108,-0.393355,0,0
109,-0.39917,0,0
110,-0.400996,0,0
111,-0.398816,0,0
112,-0.39265,0,0
113,-0.382562,0,0
114,-0.368651,0,0
115,-0.351056,0,0
116,-0.329954,0,0
117,-0.305555,0,0
118,-0.278104,0,0
119,-0.247873,0,0
120,-0.215166,0,0
121,-0.180309,0,0
122,-0.14365,0,0
123,-0.105556,0,0
124,-0.0664073,0,0
125,-0.0265951,0,0
126,0.0134828,0,0
127,0.053426,0,0
128,0.0928354,0,0
129,0.131317,0,0
130,0.168487,0,0
131,0.203973,0,0
132,0.237421,0,0
133,0.268497,0,0
134,0.296891,0,0
135,0.322318,0,0
136,0.344524,0,0
137,0.363288,0,0
138,0.378422,0,0
139,0.389775,0,0
140,0.397234,0,0
141,0.400723,0,0
142,0.400209,0,0
143,0.395696,0,0
144,0.387229,0,0
145,0.374893,0,0
146,0.358811,0,0
147,0.339144,0,0
148,0.316089,0,0
149,0.289875,0,0
150,0.260765,0,0
151,0.22905,0,0
152,0.195046,0,0
153,0.159093,0,0
154,0.12155,0,0
155,0.0827935,0,0
156,0.0432092,0,0
157,0.00319324,0,0
158,-0.0368546,0,0
159,-0.0765343,0,0
160,-0.115449,0,0
161,-0.153211,0,0
162,-0.189441,0,0
163,-0.223779,0,0
164,-0.255881,0,0
165,-0.285426,0,0
166,-0.312119,0,0
167,-0.335694,0,0
168,-0.355914,0,0
169,-0.372579,0,0
170,-0.38552,0,0
171,-0.39461,0,0
172,-0.399757,0,0
173,-0.40091,0,0
174,-0.398056,0,0
175,-0.391226,0,0
176,-0.380487,0,0
177,-0.365946,0,0
178,-0.347748,0,0
179,-0.326076,0,0
180,-0.301146,0,0
181,-0.273207,0,0
182,-0.242538,0,0
183,-0.209446,0,0
184,-0.174261,0,0
185,-0.137335,0,0
186,-0.0990364,0,0
187,-0.0597486,0,0
188,-0.0198638,0,0
189,0.0202195,0,0
190,0.0601008,0,0
191,0.0993815,0,0
192,0.137669,0,0
193,0.174582,0,0
194,0.209749,0,0
195,0.242821,0,0
196,0.273467,0,0
197,0.301381,0,0
198,0.326283,0,0
199,0.347925,0,0
