i,density,velocity,potential
0,1e-18,0,0
1,0.0649916,0,0
2,0.129334,0,0
3,0.192384,0,0
4,0.253511,0,0
5,0.312106,0,0
6,0.367582,0,0
7,0.419386,0,0
8,0.466999,0,0
9,0.509946,0,0
10,0.547798,0,0
11,0.580176,0,0
12,0.606757,0,0
13,0.627276,0,0
14,0.641528,0,0
15,0.649369,0,0
16,0.650722,0,0
17,0.645574,0,0
18,0.633975,0,0
19,0.616041,0,0
20,0.591953,0,0
21,0.561949,0,0
22,0.526331,0,0
23,0.485454,0,0
24,0.439727,0,0
25,0.389605,0,0
26,0.335591,0,0
27,0.278224,0,0
28,0.218077,0,0
29,0.155751,0,0
30,0.0918691,0,0
31,0.027069,0,0
32,-0.0380016,0,0
33,-0.102692,0,0
34,-0.166357,0,0
35,-0.22836,0,0
36,-0.288081,0,0
37,-0.344923,0,0
38,-0.398319,0,0
39,-0.447736,0,0
40,-0.492678,0,0
41,-0.532698,0,0
42,-0.567396,0,0
43,-0.596424,0,0
44,-0.619493,0,0
45,-0.636372,0,0
46,-0.646893,0,0
47,-0.65095,0,0
48,-0.648503,0,0
49,-0.639577,0,0
50,-0.62426,0,0
51,-0.602705,0,0
52,-0.575129,0,0
53,-0.541806,0,0
54,-0.50307,0,0
55,-0.459307,0,0
56,-0.410955,0,0
57,-0.358496,0,0
58,-0.302456,0,0
59,-0.243394,0,0
60,-0.181899,0,0
61,-0.118588,0,0
62,-0.0540912,0,0
63,0.0109458,0,0
64,0.0758735,0,0
65,0.140043,0,0
66,0.202813,0,0
67,0.263557,0,0
68,0.321668,0,0
69,0.376564,0,0
70,0.427698,0,0
71,0.474559,0,0
72,0.516678,0,0
73,0.553634,0,0
74,0.585059,0,0
75,0.610638,0,0
76,0.630116,0,0
77,0.643298,0,0
78,0.650052,0,0
79,0.650311,0,0
80,0.644072,0,0
81,0.631398,0,0
82,0.612416,0,0
83,0.587314,0,0
84,0.556344,0,0
85,0.519815,0,0
86,0.478093,0,0
87,0.431593,0,0
88,0.380781,0,0
89,0.326165,0,0
90,0.268289,0,0
91,0.207733,0,0
92,0.145101,0,0
93,0.0810198,0,0
94,0.0161288,0,0
95,-0.0489234,0,0
96,-0.113487,0,0
97,-0.176916,0,0
98,-0.238578,0,0
99,-0.297856,0,0
100,-0.354158,0,0
101,-0.406921,0,0
102,-0.455618,0,0
103,-0.499763,0,0
104,-0.538915,0,0
105,-0.572682,0,0
106,-0.600727,0,0
107,-0.622769,0,0
108,-0.638589,0,0
109,-0.648029,0,0
110,-0.650994,0,0
111,-0.647454,0,0
112,-0.637445,0,0
113,-0.621067,0,0
114,-0.598483,0,0
115,-0.569919,0,0
116,-0.535661,0,0
117,-0.496051,0,0
118,-0.451485,0,0
119,-0.402407,0,0
120,-0.349309,0,0
121,-0.29272,0,0
122,-0.233207,0,0
123,-0.171364,0,0
124,-0.107808,0,0
125,-0.0431756,0,0
126,0.0218886,0,0
127,0.0867341,0,0
128,0.150713,0,0
129,0.213186,0,0
130,0.273529,0,0
131,0.331139,0,0
132,0.38544,0,0
133,0.43589,0,0
134,0.481985,0,0
135,0.523264,0,0
136,0.559314,0,0
137,0.589777,0,0
138,0.614346,0,0
139,0.632777,0,0
140,0.644885,0,0
141,0.65055,0,0
142,0.649715,0,0
143,0.642389,0,0
144,0.628643,0,0
145,0.608617,0,0
146,0.582509,0,0
147,0.550581,0,0
148,0.513152,0,0
149,0.470596,0,0
150,0.423337,0,0
151,0.371849,0,0
152,0.316646,0,0
153,0.258278,0,0
154,0.19733,0,0
155,0.13441,0,0
156,0.0701476,0,0
157,0.00518403,0,0
158,-0.0598314,0,0
159,-0.124249,0,0
160,-0.187425,0,0
161,-0.248728,0,0
162,-0.307547,0,0
163,-0.363292,0,0
164,-0.415407,0,0
165,-0.463372,0,0
166,-0.506707,0,0
167,-0.544979,0,0
168,-0.577806,0,0
169,-0.60486,0,0
170,-0.62587,0,0
171,-0.640626,0,0
172,-0.648982,0,0
173,-0.650853,0,0
174,-0.646221,0,0
175,-0.635133,0,0
176,-0.617698,0,0
177,-0.594091,0,0
178,-0.564549,0,0
179,-0.529365,0,0
180,-0.488893,0,0
181,-0.443535,0,0
182,-0.393746,0,0
183,-0.340023,0,0
184,-0.282902,0,0
185,-0.222955,0,0
186,-0.16078,0,0
187,-0.0969984,0,0
188,-0.0322477,0,0
189,0.0328252,0,0
190,0.0975701,0,0
191,0.16134,0,0
192,0.223498,0,0
193,0.283423,0,0
194,0.340516,0,0
195,0.394206,0,0
196,0.443958,0,0
197,0.489274,0,0
198,0.529702,0,0
199,0.564836,0,0
