i,density,velocity,potential
0,1e-18,0,0
1,0.0949416,0,0
2,0.188935,0,0
3,0.28104,0,0
4,0.370337,0,0
5,0.455934,0,0
6,0.536975,0,0
7,0.612651,0,0
8,0.682206,0,0
9,0.744944,0,0
10,0.800239,0,0
11,0.847538,0,0
12,0.886369,0,0
13,0.916344,0,0
14,0.937163,0,0
15,0.948618,0,0
16,0.950594,0,0
17,0.943073,0,0
18,0.926129,0,0
19,0.899931,0,0
20,0.864742,0,0
21,0.820912,0,0
22,0.76888,0,0
23,0.709166,0,0
24,0.642365,0,0
25,0.569147,0,0
26,0.490242,0,0
27,0.406438,0,0
28,0.318574,0,0
29,0.227526,0,0
30,0.134205,0,0
31,0.0395432,0,0
32,-0.0555138,0,0
33,-0.150016,0,0
34,-0.24302,0,0
35,-0.333595,0,0
36,-0.420837,0,0
37,-0.503874,0,0
38,-0.581877,0,0
39,-0.654066,0,0
40,-0.719719,0,0
41,-0.778182,0,0
42,-0.828869,0,0
43,-0.871274,0,0
44,-0.904974,0,0
45,-0.929631,0,0
46,-0.945,0,0
47,-0.950927,0,0
48,-0.947353,0,0
49,-0.934312,0,0
50,-0.911937,0,0
51,-0.88045,0,0
52,-0.840165,0,0
53,-0.791486,0,0
54,-0.734899,0,0
55,-0.670969,0,0
56,-0.600335,0,0
57,-0.523702,0,0
58,-0.441837,0,0
59,-0.355557,0,0
60,-0.265724,0,0
61,-0.173237,0,0
62,-0.079018,0,0
63,0.01599,0,0
64,0.110838,0,0
65,0.204579,0,0
66,0.296276,0,0
67,0.385012,0,0
68,0.469902,0,0
69,0.550096,0,0
70,0.624794,0,0
71,0.69325,0,0
72,0.754778,0,0
73,0.808765,0,0
74,0.854671,0,0
75,0.892038,0,0
76,0.920492,0,0
77,0.939748,0,0
78,0.949615,0,0
79,0.949993,0,0
80,0.94088,0,0
81,0.922365,0,0
82,0.894635,0,0
83,0.857965,0,0
84,0.812724,0,0
85,0.759361,0,0
86,0.698412,0,0
87,0.630484,0,0
88,0.556256,0,0
89,0.476471,0,0
90,0.391925,0,0
91,0.303463,0,0
92,0.211968,0,0
93,0.118356,0,0
94,0.0235614,0,0
95,-0.0714687,0,0
96,-0.165785,0,0
97,-0.258444,0,0
98,-0.348522,0,0
99,-0.435117,0,0
100,-0.517364,0,0
101,-0.594442,0,0
102,-0.665581,0,0
103,-0.730069,0,0
104,-0.787263,0,0
105,-0.836591,0,0
106,-0.877559,0,0
107,-0.90976,0,0
108,-0.93287,0,0
109,-0.94666,0,0
110,-0.950991,0,0
111,-0.94582,0,0
112,-0.931198,0,0
113,-0.907272,0,0
114,-0.874281,0,0
115,-0.832555,0,0
116,-0.78251,0,0
117,-0.724646,0,0
118,-0.659542,0,0
119,-0.587848,0,0
120,-0.510281,0,0
121,-0.427615,0,0
122,-0.340676,0,0
123,-0.250333,0,0
124,-0.15749,0,0
125,-0.0630721,0,0
126,0.0319755,0,0
127,0.126704,0,0
128,0.220166,0,0
129,0.311428,0,0
130,0.399579,0,0
131,0.483737,0,0
132,0.563062,0,0
133,0.636761,0,0
134,0.704097,0,0
135,0.764399,0,0
136,0.817063,0,0
137,0.861563,0,0
138,0.897455,0,0
139,0.924379,0,0
140,0.942068,0,0
141,0.950343,0,0
142,0.949123,0,0
143,0.93842,0,0
144,0.918341,0,0
145,0.889085,0,0
146,0.850946,0,0
147,0.804305,0,0
148,0.749628,0,0
149,0.68746,0,0
150,0.618424,0,0
151,0.543208,0,0
152,0.462565,0,0
153,0.3773,0,0
154,0.288266,0,0
155,0.196351,0,0
156,0.102474,0,0
157,0.00757299,0,0
158,-0.0874034,0,0
159,-0.181507,0,0
160,-0.273796,0,0
161,-0.36335,0,0
162,-0.449273,0,0
163,-0.530708,0,0
164,-0.606839,0,0
165,-0.676908,0,0
166,-0.740213,0,0
167,-0.796122,0,0
168,-0.844076,0,0
169,-0.883597,0,0
170,-0.914289,0,0
171,-0.935846,0,0
172,-0.948052,0,0
173,-0.950785,0,0
174,-0.944019,0,0
175,-0.92782,0,0
176,-0.902351,0,0
177,-0.867866,0,0
178,-0.824709,0,0
179,-0.773312,0,0
180,-0.714189,0,0
181,-0.647929,0,0
182,-0.575196,0,0
183,-0.496715,0,0
184,-0.413272,0,0
185,-0.325699,0,0
186,-0.234872,0,0
187,-0.141698,0,0
188,-0.0471084,0,0
189,0.047952,0,0
190,0.142533,0,0
191,0.23569,0,0
192,0.326492,0,0
193,0.414032,0,0
194,0.497436,0,0
195,0.575868,0,0
196,0.648547,0,0
197,0.714746,0,0
198,0.773804,0,0
199,0.82513,0,0
