i,density,velocity,potential
0,1e-18,0,0
1,0.0100832,0,0
2,0.0200656,0,0
3,0.0298475,0,0
4,0.0393313,0,0
5,0.048422,0,0
6,0.0570289,0,0
7,0.065066,0,0
8,0.072453,0,0
9,0.079116,0,0
10,0.0849886,0,0
11,0.0900119,0,0
12,0.0941359,0,0
13,0.0973194,0,0
14,0.0995304,0,0
15,0.100747,0,0
16,0.100957,0,0
17,0.100158,0,0
18,0.0983586,0,0
19,0.0955763,0,0
20,0.091839,0,0
21,0.0871841,0,0
22,0.0816581,0,0
23,0.0753162,0,0
24,0.0682218,0,0
25,0.0604457,0,0
26,0.0520656,0,0
27,0.0431654,0,0
28,0.0338338,0,0
29,0.0241642,0,0
30,0.0142531,0,0
31,0.00419965,0,0
32,-0.00589579,0,0
33,-0.0159323,0,0
34,-0.0258097,0,0
35,-0.0354291,0,0
36,-0.0446946,0,0
37,-0.0535135,0,0
38,-0.0617976,0,0
39,-0.0694644,0,0
40,-0.0764371,0,0
41,-0.082646,0,0
42,-0.0880292,0,0
43,-0.0925328,0,0
44,-0.0961118,0,0
45,-0.0987305,0,0
46,-0.100363,0,0
47,-0.100992,0,0
48,-0.100613,0,0
49,-0.0992277,0,0
50,-0.0968514,0,0
51,-0.0935073,0,0
52,-0.0892289,0,0
53,-0.084059,0,0
54,-0.0780492,0,0
55,-0.0712596,0,0
56,-0.0637579,0,0
57,-0.0556192,0,0
58,-0.0469248,0,0
59,-0.0377615,0,0
60,-0.028221,0,0
61,-0.0183984,0,0
62,-0.00839203,0,0
63,0.0016982,0,0
64,0.0117715,0,0
65,0.0217271,0,0
66,0.0314657,0,0
67,0.0408898,0,0
68,0.0499054,0,0
69,0.0584224,0,0
70,0.0663556,0,0
71,0.0736259,0,0
72,0.0801605,0,0
73,0.0858941,0,0
74,0.0907695,0,0
75,0.094738,0,0
76,0.0977599,0,0
77,0.099805,0,0
78,0.100853,0,0
79,0.100893,0,0
80,0.0999252,0,0
81,0.0979589,0,0
82,0.0950138,0,0
83,0.0911194,0,0
84,0.0863145,0,0
85,0.0806472,0,0
86,0.0741741,0,0
87,0.0669599,0,0
88,0.0590766,0,0
89,0.0506031,0,0
90,0.041624,0,0
91,0.0322289,0,0
92,0.0225119,0,0
93,0.0125699,0,0
94,0.00250232,0,0
95,-0.00759026,0,0
96,-0.017607,0,0
97,-0.0274478,0,0
98,-0.0370144,0,0
99,-0.0462111,0,0
100,-0.0549461,0,0
101,-0.0631321,0,0
102,-0.0706873,0,0
103,-0.0775363,0,0
104,-0.0836105,0,0
105,-0.0888493,0,0
106,-0.0932003,0,0
107,-0.0966201,0,0
108,-0.0990746,0,0
109,-0.100539,0,0
110,-0.100999,0,0
111,-0.10045,0,0
112,-0.098897,0,0
113,-0.0963559,0,0
114,-0.0928522,0,0
115,-0.0884207,0,0
116,-0.0831057,0,0
117,-0.0769603,0,0
118,-0.070046,0,0
119,-0.0624318,0,0
120,-0.0541939,0,0
121,-0.0454144,0,0
122,-0.0361812,0,0
123,-0.0265864,0,0
124,-0.016726,0,0
125,-0.00669851,0,0
126,0.00339593,0,0
127,0.0134564,0,0
128,0.0233825,0,0
129,0.0330749,0,0
130,0.0424369,0,0
131,0.0513748,0,0
132,0.0597994,0,0
133,0.0676265,0,0
134,0.074778,0,0
135,0.0811822,0,0
136,0.0867753,0,0
137,0.0915014,0,0
138,0.0953133,0,0
139,0.0981728,0,0
140,0.100051,0,0
141,0.10093,0,0
142,0.100801,0,0
143,0.099664,0,0
144,0.0975314,0,0
145,0.0944244,0,0
146,0.0903739,0,0
147,0.0854204,0,0
148,0.0796135,0,0
149,0.073011,0,0
150,0.0656791,0,0
151,0.0576909,0,0
152,0.0491263,0,0
153,0.0400708,0,0
154,0.030615,0,0
155,0.0208532,0,0
156,0.0108831,0,0
157,0.000804282,0,0
158,-0.00928259,0,0
159,-0.0192767,0,0
160,-0.0290782,0,0
161,-0.0385892,0,0
162,-0.0477146,0,0
163,-0.0563633,0,0
164,-0.0644488,0,0
165,-0.0718903,0,0
166,-0.0786136,0,0
167,-0.0845513,0,0
168,-0.0896443,0,0
169,-0.0938415,0,0
170,-0.0971011,0,0
171,-0.0993906,0,0
172,-0.100687,0,0
173,-0.100977,0,0
174,-0.100259,0,0
175,-0.0985382,0,0
176,-0.0958333,0,0
177,-0.0921708,0,0
178,-0.0875874,0,0
179,-0.0821289,0,0
180,-0.0758497,0,0
181,-0.0688127,0,0
182,-0.0610881,0,0
183,-0.0527532,0,0
184,-0.0438911,0,0
185,-0.0345905,0,0
186,-0.0249443,0,0
187,-0.0150489,0,0
188,-0.0050031,0,0
189,0.00509269,0,0
190,0.0151376,0,0
191,0.0250313,0,0
192,0.0346748,0,0
193,0.0439719,0,0
194,0.0528296,0,0
195,0.0611595,0,0
196,0.0688783,0,0
197,0.0759089,0,0
198,0.082181,0,0
199,0.0876321,0,0
