i,density,velocity,potential
0,1e-18,0,0
1,0.0250582,0,0
2,0.049866,0,0
3,0.0741756,0,0
4,0.097744,0,0
5,0.120336,0,0
6,0.141725,0,0
7,0.161699,0,0
8,0.180056,0,0
9,0.196615,0,0
10,0.211209,0,0
11,0.223693,0,0
12,0.233942,0,0
13,0.241853,0,0
14,0.247348,0,0
15,0.250371,0,0
16,0.250893,0,0
17,0.248908,0,0
18,0.244436,0,0
19,0.237521,0,0
20,0.228234,0,0
21,0.216666,0,0
22,0.202933,0,0
23,0.187172,0,0
24,0.169541,0,0
25,0.150217,0,0
26,0.129391,0,0
27,0.107272,0,0
28,0.084082,0,0
29,0.0600516,0,0
30,0.0354211,0,0
31,0.0104367,0,0
32,-0.0146519,0,0
33,-0.0395942,0,0
34,-0.0641408,0,0
35,-0.0880466,0,0
36,-0.111073,0,0
37,-0.132989,0,0
38,-0.153576,0,0
39,-0.172629,0,0
40,-0.189957,0,0
41,-0.205388,0,0
42,-0.218766,0,0
43,-0.229958,0,0
44,-0.238852,0,0
45,-0.24536,0,0
46,-0.249416,0,0
47,-0.250981,0,0
48,-0.250037,0,0
49,-0.246596,0,0
50,-0.24069,0,0
51,-0.232379,0,0
52,-0.221747,0,0
53,-0.208899,0,0
54,-0.193964,0,0
55,-0.177091,0,0
56,-0.158448,0,0
57,-0.138222,0,0
58,-0.116615,0,0
59,-0.093843,0,0
60,-0.0701333,0,0
61,-0.0457228,0,0
62,-0.0208554,0,0
63,0.00422029,0,0
64,0.0292539,0,0
65,0.0539951,0,0
66,0.0781969,0,0
67,0.101617,0,0
68,0.124022,0,0
69,0.145188,0,0
70,0.164904,0,0
71,0.182971,0,0
72,0.199211,0,0
73,0.21346,0,0
74,0.225576,0,0
75,0.235438,0,0
76,0.242948,0,0
77,0.24803,0,0
78,0.250634,0,0
79,0.250734,0,0
80,0.248329,0,0
81,0.243442,0,0
82,0.236123,0,0
83,0.226445,0,0
84,0.214504,0,0
85,0.20042,0,0
86,0.184334,0,0
87,0.166405,0,0
88,0.146814,0,0
89,0.125756,0,0
90,0.103442,0,0
91,0.0800937,0,0
92,0.0559454,0,0
93,0.0312381,0,0
94,0.00621863,0,0
95,-0.0188629,0,0
96,-0.043756,0,0
97,-0.0682119,0,0
98,-0.0919863,0,0
99,-0.114842,0,0
100,-0.136549,0,0
101,-0.156893,0,0
102,-0.175669,0,0
103,-0.192689,0,0
104,-0.207784,0,0
105,-0.220804,0,0
106,-0.231617,0,0
107,-0.240115,0,0
108,-0.246215,0,0
109,-0.249854,0,0
110,-0.250998,0,0
111,-0.249633,0,0
112,-0.245774,0,0
113,-0.239459,0,0
114,-0.230751,0,0
115,-0.219738,0,0
116,-0.20653,0,0
117,-0.191258,0,0
118,-0.174075,0,0
119,-0.155152,0,0
120,-0.13468,0,0
121,-0.112862,0,0
122,-0.0899155,0,0
123,-0.0660712,0,0
124,-0.0415666,0,0
125,-0.0166468,0,0
126,0.00843938,0,0
127,0.0334412,0,0
128,0.058109,0,0
129,0.0821961,0,0
130,0.105462,0,0
131,0.127674,0,0
132,0.14861,0,0
133,0.168062,0,0
134,0.185834,0,0
135,0.20175,0,0
136,0.21565,0,0
137,0.227395,0,0
138,0.236868,0,0
139,0.243974,0,0
140,0.248642,0,0
141,0.250827,0,0
142,0.250505,0,0
143,0.24768,0,0
144,0.24238,0,0
145,0.234659,0,0
146,0.224593,0,0
147,0.212282,0,0
148,0.197851,0,0
149,0.181443,0,0
150,0.163222,0,0
151,0.14337,0,0
152,0.122086,0,0
153,0.0995819,0,0
154,0.0760827,0,0
155,0.0518233,0,0
156,0.0270462,0,0
157,0.00199876,0,0
158,-0.0230686,0,0
159,-0.0479055,0,0
160,-0.0722637,0,0
161,-0.0958999,0,0
162,-0.118578,0,0
163,-0.140071,0,0
164,-0.160165,0,0
165,-0.178658,0,0
166,-0.195366,0,0
167,-0.210123,0,0
168,-0.222779,0,0
169,-0.23321,0,0
170,-0.241311,0,0
171,-0.247,0,0
172,-0.250222,0,0
173,-0.250943,0,0
174,-0.249158,0,0
175,-0.244882,0,0
176,-0.23816,0,0
177,-0.229058,0,0
178,-0.217668,0,0
179,-0.204102,0,0
180,-0.188498,0,0
181,-0.17101,0,0
182,-0.151813,0,0
183,-0.131099,0,0
184,-0.109076,0,0
185,-0.0859626,0,0
186,-0.0619904,0,0
187,-0.0373988,0,0
188,-0.0124334,0,0
189,0.0126561,0,0
190,0.0376192,0,0
191,0.0622064,0,0
192,0.086172,0,0
193,0.109277,0,0
194,0.13129,0,0
195,0.151991,0,0
196,0.171173,0,0
197,0.188645,0,0
198,0.204232,0,0
199,0.217779,0,0
