i,density,velocity,potential
0,1e-18,0,0
1,0.0849582,0,0
2,0.169068,0,0
3,0.251488,0,0
4,0.331395,0,0
5,0.407991,0,0
6,0.480511,0,0
7,0.548229,0,0
8,0.61047,0,0
9,0.666611,0,0
10,0.716092,0,0
11,0.758417,0,0
12,0.793165,0,0
13,0.819988,0,0
14,0.838618,0,0
15,0.848868,0,0
16,0.850637,0,0
17,0.843907,0,0
18,0.828744,0,0
19,0.805301,0,0
20,0.773812,0,0
21,0.734591,0,0
22,0.68803,0,0
23,0.634595,0,0
24,0.574819,0,0
25,0.5093,0,0
26,0.438692,0,0
27,0.3637,0,0
28,0.285075,0,0
29,0.203601,0,0
30,0.120093,0,0
31,0.0353851,0,0
32,-0.0496764,0,0
33,-0.134242,0,0
34,-0.217465,0,0
35,-0.298517,0,0
36,-0.376585,0,0
37,-0.450891,0,0
38,-0.520691,0,0
39,-0.585289,0,0
40,-0.644039,0,0
41,-0.696354,0,0
42,-0.741711,0,0
43,-0.779657,0,0
44,-0.809813,0,0
45,-0.831878,0,0
46,-0.845631,0,0
47,-0.850935,0,0
48,-0.847736,0,0
49,-0.836067,0,0
50,-0.816045,0,0
51,-0.787868,0,0
52,-0.75182,0,0
53,-0.70826,0,0
54,-0.657623,0,0
55,-0.600415,0,0
56,-0.537208,0,0
57,-0.468633,0,0
58,-0.395376,0,0
59,-0.318169,0,0
60,-0.237783,0,0
61,-0.15502,0,0
62,-0.0707091,0,0
63,0.0143086,0,0
64,0.0991834,0,0
65,0.183067,0,0
66,0.265122,0,0
67,0.344527,0,0
68,0.42049,0,0
69,0.492252,0,0
70,0.559096,0,0
71,0.620353,0,0
72,0.675411,0,0
73,0.723722,0,0
74,0.764801,0,0
75,0.798238,0,0
76,0.8237,0,0
77,0.840931,0,0
78,0.84976,0,0
79,0.850099,0,0
80,0.841944,0,0
81,0.825376,0,0
82,0.800562,0,0
83,0.767748,0,0
84,0.727264,0,0
85,0.679513,0,0
86,0.624972,0,0
87,0.564187,0,0
88,0.497765,0,0
89,0.426369,0,0
90,0.350713,0,0
91,0.271553,0,0
92,0.189679,0,0
93,0.105911,0,0
94,0.0210839,0,0
95,-0.0639536,0,0
96,-0.148352,0,0
97,-0.231268,0,0
98,-0.311874,0,0
99,-0.389363,0,0
100,-0.462962,0,0
101,-0.531935,0,0
102,-0.595593,0,0
103,-0.653301,0,0
104,-0.70448,0,0
105,-0.748621,0,0
106,-0.785282,0,0
107,-0.814096,0,0
108,-0.834777,0,0
109,-0.847116,0,0
110,-0.850992,0,0
111,-0.846364,0,0
112,-0.83328,0,0
113,-0.81187,0,0
114,-0.782349,0,0
115,-0.74501,0,0
116,-0.700227,0,0
117,-0.648448,0,0
118,-0.59019,0,0
119,-0.526035,0,0
120,-0.456624,0,0
121,-0.38265,0,0
122,-0.304853,0,0
123,-0.22401,0,0
124,-0.140929,0,0
125,-0.0564399,0,0
126,0.0286132,0,0
127,0.11338,0,0
128,0.197015,0,0
129,0.278681,0,0
130,0.357562,0,0
131,0.432871,0,0
132,0.503855,0,0
133,0.569804,0,0
134,0.63006,0,0
135,0.684021,0,0
136,0.731147,0,0
137,0.770967,0,0
138,0.803085,0,0
139,0.827178,0,0
140,0.843007,0,0
141,0.850412,0,0
142,0.849321,0,0
143,0.839743,0,0
144,0.821775,0,0
145,0.795596,0,0
146,0.761467,0,0
147,0.719731,0,0
148,0.670803,0,0
149,0.615172,0,0
150,0.553395,0,0
151,0.486089,0,0
152,0.413925,0,0
153,0.337626,0,0
154,0.257954,0,0
155,0.175704,0,0
156,0.0916984,0,0
157,0.00677667,0,0
158,-0.0782127,0,0
159,-0.162421,0,0
160,-0.245006,0,0
161,-0.325143,0,0
162,-0.402031,0,0
163,-0.474902,0,0
164,-0.543029,0,0
165,-0.605729,0,0
166,-0.662378,0,0
167,-0.712408,0,0
168,-0.75532,0,0
169,-0.790685,0,0
170,-0.818149,0,0
171,-0.837439,0,0
172,-0.848362,0,0
173,-0.850808,0,0
174,-0.844753,0,0
175,-0.830258,0,0
176,-0.807467,0,0
177,-0.776608,0,0
178,-0.737989,0,0
179,-0.691997,0,0
180,-0.63909,0,0
181,-0.579798,0,0
182,-0.514713,0,0
183,-0.444485,0,0
184,-0.369815,0,0
185,-0.291451,0,0
186,-0.210175,0,0
187,-0.126798,0,0
188,-0.0421548,0,0
189,0.0429097,0,0
190,0.127546,0,0
191,0.210907,0,0
192,0.292161,0,0
193,0.370496,0,0
194,0.445129,0,0
195,0.515314,0,0
196,0.580351,0,0
197,0.639589,0,0
198,0.692436,0,0
199,0.738365,0,0
